c_norm,c_norm_lag1,c_norm_lag2,c_norm_lag3,c_norm_lag4,c_norm_lag5,US_ex
0.2411407116,0.2226901304,0.2223783566,0.2401588717,0.2470356059,0.3196101393,1.2907663348
0.2717256107,0.2411407116,0.2226901304,0.2223783566,0.2401588717,0.2470356059,1.2911394202
0.209263818,0.2717256107,0.2411407116,0.2226901304,0.2223783566,0.2401588717,1.2914763224
0.1795256571,0.209263818,0.2717256107,0.2411407116,0.2226901304,0.2223783566,1.2917843763
0.2764853053,0.1795256571,0.209263818,0.2717256107,0.2411407116,0.2226901304,1.2921516828
0.2294666496,0.2764853053,0.1795256571,0.209263818,0.2717256107,0.2411407116,1.2926590811
0.2570890962,0.2294666496,0.2764853053,0.1795256571,0.209263818,0.2717256107,1.2932485388
0.2432085775,0.2570890962,0.2294666496,0.2764853053,0.1795256571,0.209263818,1.2938153645
0.2954238255,0.2432085775,0.2570890962,0.2294666496,0.2764853053,0.1795256571,1.2943582339
0.1813460599,0.2954238255,0.2432085775,0.2570890962,0.2294666496,0.2764853053,1.2948764692
0.2674608332,0.1813460599,0.2954238255,0.2432085775,0.2570890962,0.2294666496,1.2954100682
0.2159653121,0.2674608332,0.1813460599,0.2954238255,0.2432085775,0.2570890962,1.2958593943
0.2334620603,0.2159653121,0.2674608332,0.1813460599,0.2954238255,0.2432085775,1.296210879
0.2315758031,0.2334620603,0.2159653121,0.2674608332,0.1813460599,0.2954238255,1.2964914094
0.2162910015,0.2315758031,0.2334620603,0.2159653121,0.2674608332,0.1813460599,1.2966918625
0.3164395963,0.2162910015,0.2315758031,0.2334620603,0.2159653121,0.2674608332,1.2968251693
0.3063900099,0.3164395963,0.2162910015,0.2315758031,0.2334620603,0.2159653121,1.2969029811
0.2110424219,0.3063900099,0.3164395963,0.2162910015,0.2315758031,0.2334620603,1.2969028514
0.256908459,0.2110424219,0.3063900099,0.3164395963,0.2162910015,0.2315758031,1.2969125782
0.2134826554,0.256908459,0.2110424219,0.3063900099,0.3164395963,0.2162910015,1.2969094656
0.2266713374,0.2134826554,0.256908459,0.2110424219,0.3063900099,0.3164395963,1.2968747089
0.176574559,0.2266713374,0.2134826554,0.256908459,0.2110424219,0.3063900099,1.2967253176
0.2052243489,0.176574559,0.2266713374,0.2134826554,0.256908459,0.2110424219,1.296484538
0.1829976589,0.2052243489,0.176574559,0.2266713374,0.2134826554,0.256908459,1.2961721229
0.277277042,0.1829976589,0.2052243489,0.176574559,0.2266713374,0.2134826554,1.2957464003
0.22168613,0.277277042,0.1829976589,0.2052243489,0.176574559,0.2266713374,1.2952613637
0.2008845337,0.22168613,0.277277042,0.1829976589,0.2052243489,0.176574559,1.2946737074
0.181489354,0.2008845337,0.22168613,0.277277042,0.1829976589,0.2052243489,1.2939895237
0.1796925568,0.181489354,0.2008845337,0.22168613,0.277277042,0.1829976589,1.293208966
0.2262603119,0.1796925568,0.181489354,0.2008845337,0.22168613,0.277277042,1.2923581851
0.2120347847,0.2262603119,0.1796925568,0.181489354,0.2008845337,0.22168613,1.2914592751
0.1749726895,0.2120347847,0.2262603119,0.1796925568,0.181489354,0.2008845337,1.2905306624
0.2871379333,0.1749726895,0.2120347847,0.2262603119,0.1796925568,0.181489354,1.289588274
0.2597385303,0.2871379333,0.1749726895,0.2120347847,0.2262603119,0.1796925568,1.2886687387
0.2777488005,0.2597385303,0.2871379333,0.1749726895,0.2120347847,0.2262603119,1.2878204297
0.234599483,0.2777488005,0.2597385303,0.2871379333,0.1749726895,0.2120347847,1.2869695903
0.2271305362,0.234599483,0.2777488005,0.2597385303,0.2871379333,0.1749726895,1.2861252293
0.2276803941,0.2271305362,0.234599483,0.2777488005,0.2597385303,0.2871379333,1.2852946607
0.1874934331,0.2276803941,0.2271305362,0.234599483,0.2777488005,0.2597385303,1.2845753541
0.2399031594,0.1874934331,0.2276803941,0.2271305362,0.234599483,0.2777488005,1.283961217
0.1750788156,0.2399031594,0.1874934331,0.2276803941,0.2271305362,0.234599483,1.2834402913
0.1730152117,0.1750788156,0.2399031594,0.1874934331,0.2276803941,0.2271305362,1.2830001467
0.2207324512,0.1730152117,0.1750788156,0.2399031594,0.1874934331,0.2276803941,1.2827720496
0.2244757591,0.2207324512,0.1730152117,0.1750788156,0.2399031594,0.1874934331,1.2827179178
0.2184467073,0.2244757591,0.2207324512,0.1730152117,0.1750788156,0.2399031594,1.2828052738
0.2946917488,0.2184467073,0.2244757591,0.2207324512,0.1730152117,0.1750788156,1.2830132334
0.2588882319,0.2946917488,0.2184467073,0.2244757591,0.2207324512,0.1730152117,1.2832910358
0.1912355306,0.2588882319,0.2946917488,0.2184467073,0.2244757591,0.2207324512,1.2836059941
0.2574783752,0.1912355306,0.2588882319,0.2946917488,0.2184467073,0.2244757591,1.2839775234
0.2596788334,0.2574783752,0.1912355306,0.2588882319,0.2946917488,0.2184467073,1.2844478021
0.2610911064,0.2596788334,0.2574783752,0.1912355306,0.2588882319,0.2946917488,1.2849932944
0.1692224225,0.2610911064,0.2596788334,0.2574783752,0.1912355306,0.2588882319,1.2855945549
0.1981686548,0.1692224225,0.2610911064,0.2596788334,0.2574783752,0.1912355306,1.2862901211
0.2621548841,0.1981686548,0.1692224225,0.2610911064,0.2596788334,0.2574783752,1.2870702353
0.2197128005,0.2621548841,0.1981686548,0.1692224225,0.2610911064,0.2596788334,1.2879072317
0.197431122,0.2197128005,0.2621548841,0.1981686548,0.1692224225,0.2610911064,1.28867428
0.1811313905,0.197431122,0.2197128005,0.2621548841,0.1981686548,0.1692224225,1.2893511405
0.2301153184,0.1811313905,0.197431122,0.2197128005,0.2621548841,0.1981686548,1.2899479904
0.2110208946,0.2301153184,0.1811313905,0.197431122,0.2197128005,0.2621548841,1.2904741384
0.2042189766,0.2110208946,0.2301153184,0.1811313905,0.197431122,0.2197128005,1.2909257543
0.2595611437,0.2042189766,0.2110208946,0.2301153184,0.1811313905,0.197431122,1.2913741707
0.2104168534,0.2595611437,0.2042189766,0.2110208946,0.2301153184,0.1811313905,1.2918612397
0.1908147517,0.2104168534,0.2595611437,0.2042189766,0.2110208946,0.2301153184,1.29241337
0.2734193779,0.1908147517,0.2104168534,0.2595611437,0.2042189766,0.2110208946,1.293068919
0.2497410176,0.2734193779,0.1908147517,0.2104168534,0.2595611437,0.2042189766,1.2938021676
0.2124370307,0.2497410176,0.2734193779,0.1908147517,0.2104168534,0.2595611437,1.2945908509
0.1890499898,0.2124370307,0.2497410176,0.2734193779,0.1908147517,0.2104168534,1.2954513924
0.194525686,0.1890499898,0.2124370307,0.2497410176,0.2734193779,0.1908147517,1.2964158262
0.2071368553,0.194525686,0.1890499898,0.2124370307,0.2497410176,0.2734193779,1.297490222
0.1875101946,0.2071368553,0.194525686,0.1890499898,0.2124370307,0.2497410176,1.2986081019
0.2594722352,0.1875101946,0.2071368553,0.194525686,0.1890499898,0.2124370307,1.2996930224
0.2870511082,0.2594722352,0.1875101946,0.2071368553,0.194525686,0.1890499898,1.3007407372
0.2904029458,0.2870511082,0.2594722352,0.1875101946,0.2071368553,0.194525686,1.3017475097
0.2150811121,0.2904029458,0.2870511082,0.2594722352,0.1875101946,0.2071368553,1.3027244471
0.1843389586,0.2150811121,0.2904029458,0.2870511082,0.2594722352,0.1875101946,1.3036671789
0.1280709587,0.1843389586,0.2150811121,0.2904029458,0.2870511082,0.2594722352,1.3046212908
0.1284988418,0.1280709587,0.1843389586,0.2150811121,0.2904029458,0.2870511082,1.3055753176
0.1738783442,0.1284988418,0.1280709587,0.1843389586,0.2150811121,0.2904029458,1.306512012
0.2312845137,0.1738783442,0.1284988418,0.1280709587,0.1843389586,0.2150811121,1.307425191
0.202874523,0.2312845137,0.1738783442,0.1284988418,0.1280709587,0.1843389586,1.3083103558
0.1781369882,0.202874523,0.2312845137,0.1738783442,0.1284988418,0.1280709587,1.3091304
0.1969911214,0.1781369882,0.202874523,0.2312845137,0.1738783442,0.1284988418,1.3098893919
0.1827454362,0.1969911214,0.1781369882,0.202874523,0.2312845137,0.1738783442,1.3106003308
0.1789996497,0.1827454362,0.1969911214,0.1781369882,0.202874523,0.2312845137,1.3111803997
0.1876998859,0.1789996497,0.1827454362,0.1969911214,0.1781369882,0.202874523,1.3115854859
0.1761355308,0.1876998859,0.1789996497,0.1827454362,0.1969911214,0.1781369882,1.3118446808
0.2531069277,0.1761355308,0.1876998859,0.1789996497,0.1827454362,0.1969911214,1.3119830877
0.1908504896,0.2531069277,0.1761355308,0.1876998859,0.1789996497,0.1827454362,1.3120742737
0.2056165349,0.1908504896,0.2531069277,0.1761355308,0.1876998859,0.1789996497,1.3120952671
0.1881037121,0.2056165349,0.1908504896,0.2531069277,0.1761355308,0.1876998859,1.3120692879
0.199547194,0.1881037121,0.2056165349,0.1908504896,0.2531069277,0.1761355308,1.3121470959
0.212005699,0.199547194,0.1881037121,0.2056165349,0.1908504896,0.2531069277,1.3124397373
0.2552065896,0.212005699,0.199547194,0.1881037121,0.2056165349,0.1908504896,1.3129035042
0.2268540923,0.2552065896,0.212005699,0.199547194,0.1881037121,0.2056165349,1.3135015366
0.2350075453,0.2268540923,0.2552065896,0.212005699,0.199547194,0.1881037121,1.3142179843
0.1895253674,0.2350075453,0.2268540923,0.2552065896,0.212005699,0.199547194,1.3149971522
0.2295838188,0.1895253674,0.2350075453,0.2268540923,0.2552065896,0.212005699,1.3157828346
0.1873376264,0.2295838188,0.1895253674,0.2350075453,0.2268540923,0.2552065896,1.3166162521
0.181410405,0.1873376264,0.2295838188,0.1895253674,0.2350075453,0.2268540923,1.3174280646
0.2015309678,0.181410405,0.1873376264,0.2295838188,0.1895253674,0.2350075453,1.318214013
0.1838404285,0.2015309678,0.181410405,0.1873376264,0.2295838188,0.1895253674,1.3189715446
0.2143909995,0.1838404285,0.2015309678,0.181410405,0.1873376264,0.2295838188,1.3196981022
0.2136032426,0.2143909995,0.1838404285,0.2015309678,0.181410405,0.1873376264,1.3203936344
0.190869747,0.2136032426,0.2143909995,0.1838404285,0.2015309678,0.181410405,1.3210609979
0.1663664331,0.190869747,0.2136032426,0.2143909995,0.1838404285,0.2015309678,1.3217683511
0.2092543966,0.1663664331,0.190869747,0.2136032426,0.2143909995,0.1838404285,1.3225776532
0.2412823934,0.2092543966,0.1663664331,0.190869747,0.2136032426,0.2143909995,1.323462092
0.1805978758,0.2412823934,0.2092543966,0.1663664331,0.190869747,0.2136032426,1.3243985078
0.2273314106,0.1805978758,0.2412823934,0.2092543966,0.1663664331,0.190869747,1.3253709732
0.2218185138,0.2273314106,0.1805978758,0.2412823934,0.2092543966,0.1663664331,1.32638779
0.2617777896,0.2218185138,0.2273314106,0.1805978758,0.2412823934,0.2092543966,1.3275087959
0.2389989153,0.2617777896,0.2218185138,0.2273314106,0.1805978758,0.2412823934,1.3287232251
0.2189989508,0.2389989153,0.2617777896,0.2218185138,0.2273314106,0.1805978758,1.3301067471
0.21414324,0.2189989508,0.2389989153,0.2617777896,0.2218185138,0.2273314106,1.3316142126
0.2062251641,0.21414324,0.2189989508,0.2389989153,0.2617777896,0.2218185138,1.333207376
0.22385371,0.2062251641,0.21414324,0.2189989508,0.2389989153,0.2617777896,1.3346931297
0.2614814671,0.22385371,0.2062251641,0.21414324,0.2189989508,0.2389989153,1.3361181409
0.2073748337,0.2614814671,0.22385371,0.2062251641,0.21414324,0.2189989508,1.3374395467
0.2225842811,0.2073748337,0.2614814671,0.22385371,0.2062251641,0.21414324,1.3385184929
0.214775618,0.2225842811,0.2073748337,0.2614814671,0.22385371,0.2062251641,1.3393736777
0.1978762123,0.214775618,0.2225842811,0.2073748337,0.2614814671,0.22385371,1.3400392439
0.1787374988,0.1978762123,0.214775618,0.2225842811,0.2073748337,0.2614814671,1.3405439977
0.2114286193,0.1787374988,0.1978762123,0.214775618,0.2225842811,0.2073748337,1.3409615081
0.3917065382,0.2114286193,0.1787374988,0.1978762123,0.214775618,0.2225842811,1.3413402491
0.385638919,0.3917065382,0.2114286193,0.1787374988,0.1978762123,0.214775618,1.3416815295
0.3256517351,0.385638919,0.3917065382,0.2114286193,0.1787374988,0.1978762123,1.3418750139
0.2362782648,0.3256517351,0.385638919,0.3917065382,0.2114286193,0.1787374988,1.3419748531
0.2962346236,0.2362782648,0.3256517351,0.385638919,0.3917065382,0.2114286193,1.3419979353
0.270221355,0.2962346236,0.2362782648,0.3256517351,0.385638919,0.3917065382,1.3419584811
0.3454242088,0.270221355,0.2962346236,0.2362782648,0.3256517351,0.385638919,1.3418688413
0.3077299777,0.3454242088,0.270221355,0.2962346236,0.2362782648,0.3256517351,1.3417644479
0.2729671875,0.3077299777,0.3454242088,0.270221355,0.2962346236,0.2362782648,1.3416121663
0.2857133327,0.2729671875,0.3077299777,0.3454242088,0.270221355,0.2962346236,1.3412749274
0.2612129215,0.2857133327,0.2729671875,0.3077299777,0.3454242088,0.270221355,1.3407530048
0.291610073,0.2612129215,0.2857133327,0.2729671875,0.3077299777,0.3454242088,1.3400866821
0.3444846499,0.291610073,0.2612129215,0.2857133327,0.2729671875,0.3077299777,1.3393103268
0.5113909467,0.3444846499,0.291610073,0.2612129215,0.2857133327,0.2729671875,1.338459064
0.5037210646,0.5113909467,0.3444846499,0.291610073,0.2612129215,0.2857133327,1.3374354006
0.4201094832,0.5037210646,0.5113909467,0.3444846499,0.291610073,0.2612129215,1.3363338077
0.3960727812,0.4201094832,0.5037210646,0.5113909467,0.3444846499,0.291610073,1.3351550134
0.4354123992,0.3960727812,0.4201094832,0.5037210646,0.5113909467,0.3444846499,1.3338327969
0.3042953774,0.4354123992,0.3960727812,0.4201094832,0.5037210646,0.5113909467,1.332407958
0.2877459682,0.3042953774,0.4354123992,0.3960727812,0.4201094832,0.5037210646,1.3309148994
0.3278797889,0.2877459682,0.3042953774,0.4354123992,0.3960727812,0.4201094832,1.3293902786
0.321341886,0.3278797889,0.2877459682,0.3042953774,0.4354123992,0.3960727812,1.3278790897
0.2767943527,0.321341886,0.3278797889,0.2877459682,0.3042953774,0.4354123992,1.3263645784
0.2612104269,0.2767943527,0.321341886,0.3278797889,0.2877459682,0.3042953774,1.324972494
0.2896741462,0.2612104269,0.2767943527,0.321341886,0.3278797889,0.2877459682,1.3235861062
0.2581585033,0.2896741462,0.2612104269,0.2767943527,0.321341886,0.3278797889,1.3222182254
0.1958999326,0.2581585033,0.2896741462,0.2612104269,0.2767943527,0.321341886,1.3208792324
0.4241697952,0.1958999326,0.2581585033,0.2896741462,0.2612104269,0.2767943527,1.3195996564
0.3456962866,0.4241697952,0.1958999326,0.2581585033,0.2896741462,0.2612104269,1.3183901382
0.4130917841,0.3456962866,0.4241697952,0.1958999326,0.2581585033,0.2896741462,1.3171743524
0.4897994156,0.4130917841,0.3456962866,0.4241697952,0.1958999326,0.2581585033,1.3159912711
0.569592878,0.4897994156,0.4130917841,0.3456962866,0.4241697952,0.1958999326,1.3149496817
0.4541316791,0.569592878,0.4897994156,0.4130917841,0.3456962866,0.4241697952,1.3140329555
0.5414268454,0.4541316791,0.569592878,0.4897994156,0.4130917841,0.3456962866,1.3132263869
0.5200901831,0.5414268454,0.4541316791,0.569592878,0.4897994156,0.4130917841,1.312396165
0.6135266192,0.5200901831,0.5414268454,0.4541316791,0.569592878,0.4897994156,1.3114860715
0.549650619,0.6135266192,0.5200901831,0.5414268454,0.4541316791,0.569592878,1.3105835552
0.4387810605,0.549650619,0.6135266192,0.5200901831,0.5414268454,0.4541316791,1.3096739328
0.4494382076,0.4387810605,0.549650619,0.6135266192,0.5200901831,0.5414268454,1.3088366641
0.5858668868,0.4494382076,0.4387810605,0.549650619,0.6135266192,0.5200901831,1.3080661171
0.4948609736,0.5858668868,0.4494382076,0.4387810605,0.549650619,0.6135266192,1.3073574681
0.4092162891,0.4948609736,0.5858668868,0.4494382076,0.4387810605,0.549650619,1.3065898825
0.4795425297,0.4092162891,0.4948609736,0.5858668868,0.4494382076,0.4387810605,1.3057588944
0.6961976579,0.4795425297,0.4092162891,0.4948609736,0.5858668868,0.4494382076,1.3048079954
0.4461641933,0.6961976579,0.4795425297,0.4092162891,0.4948609736,0.5858668868,1.3038305386
0.3839308371,0.4461641933,0.6961976579,0.4795425297,0.4092162891,0.4948609736,1.3028152501
0.4278628607,0.3839308371,0.4461641933,0.6961976579,0.4795425297,0.4092162891,1.3017797934
0.4446565832,0.4278628607,0.3839308371,0.4461641933,0.6961976579,0.4795425297,1.3007383958
0.338179963,0.4446565832,0.4278628607,0.3839308371,0.4461641933,0.6961976579,1.2997443613
0.2808852712,0.338179963,0.4446565832,0.4278628607,0.3839308371,0.4461641933,1.2987773215
0.2828446373,0.2808852712,0.338179963,0.4446565832,0.4278628607,0.3839308371,1.2978531808
0.3049873768,0.2828446373,0.2808852712,0.338179963,0.4446565832,0.4278628607,1.2969800194
0.2556204398,0.3049873768,0.2828446373,0.2808852712,0.338179963,0.4446565832,1.2963302656
0.3260053814,0.2556204398,0.3049873768,0.2828446373,0.2808852712,0.338179963,1.2958676878
0.2980737018,0.3260053814,0.2556204398,0.3049873768,0.2828446373,0.2808852712,1.2955612514
0.242888011,0.2980737018,0.3260053814,0.2556204398,0.3049873768,0.2828446373,1.2953653773
0.3142825462,0.242888011,0.2980737018,0.3260053814,0.2556204398,0.3049873768,1.2953443926
0.2679749635,0.3142825462,0.242888011,0.2980737018,0.3260053814,0.2556204398,1.2954333858
0.3053819113,0.2679749635,0.3142825462,0.242888011,0.2980737018,0.3260053814,1.2956740997
0.2688303184,0.3053819113,0.2679749635,0.3142825462,0.242888011,0.2980737018,1.2960058347
0.3533268823,0.2688303184,0.3053819113,0.2679749635,0.3142825462,0.242888011,1.2964077884
0.3523603518,0.3533268823,0.2688303184,0.3053819113,0.2679749635,0.3142825462,1.2968626481
0.2632507039,0.3523603518,0.3533268823,0.2688303184,0.3053819113,0.2679749635,1.2973442626
0.2544619685,0.2632507039,0.3523603518,0.3533268823,0.2688303184,0.3053819113,1.2979010724
0.2468304817,0.2544619685,0.2632507039,0.3523603518,0.3533268823,0.2688303184,1.2984220247
0.2532690124,0.2468304817,0.2544619685,0.2632507039,0.3523603518,0.3533268823,1.2989316254
0.3128567431,0.2532690124,0.2468304817,0.2544619685,0.2632507039,0.3523603518,1.2994211551
0.2876400082,0.3128567431,0.2532690124,0.2468304817,0.2544619685,0.2632507039,1.2998892909
0.2909687793,0.2876400082,0.3128567431,0.2532690124,0.2468304817,0.2544619685,1.3003356195
0.2853389212,0.2909687793,0.2876400082,0.3128567431,0.2532690124,0.2468304817,1.3007438589
0.2366952149,0.2853389212,0.2909687793,0.2876400082,0.3128567431,0.2532690124,1.3010791038
0.2123434305,0.2366952149,0.2853389212,0.2909687793,0.2876400082,0.3128567431,1.3013370033
0.2943902324,0.2123434305,0.2366952149,0.2853389212,0.2909687793,0.2876400082,1.3015365135
0.217132088,0.2943902324,0.2123434305,0.2366952149,0.2853389212,0.2909687793,1.3017067656
0.2589298924,0.217132088,0.2943902324,0.2123434305,0.2366952149,0.2853389212,1.3018516536
0.220506289,0.2589298924,0.217132088,0.2943902324,0.2123434305,0.2366952149,1.3019745542
0.3764091992,0.220506289,0.2589298924,0.217132088,0.2943902324,0.2123434305,1.3021440824
0.3354945026,0.3764091992,0.220506289,0.2589298924,0.217132088,0.2943902324,1.3024271993
0.3899142648,0.3354945026,0.3764091992,0.220506289,0.2589298924,0.217132088,1.3028233276
0.3263425697,0.3899142648,0.3354945026,0.3764091992,0.220506289,0.2589298924,1.3031820442
0.1771642771,0.3263425697,0.3899142648,0.3354945026,0.3764091992,0.220506289,1.3035524612
0.18705222,0.1771642771,0.3263425697,0.3899142648,0.3354945026,0.3764091992,1.3039289815
0.2117507741,0.18705222,0.1771642771,0.3263425697,0.3899142648,0.3354945026,1.3043065236
0.174233155,0.2117507741,0.18705222,0.1771642771,0.3263425697,0.3899142648,1.304636294
0.2435523585,0.174233155,0.2117507741,0.18705222,0.1771642771,0.3263425697,1.3049421366
0.2841870213,0.2435523585,0.174233155,0.2117507741,0.18705222,0.1771642771,1.3053168393
0.3485824477,0.2841870213,0.2435523585,0.174233155,0.2117507741,0.18705222,1.3056721949
0.3327105718,0.3485824477,0.2841870213,0.2435523585,0.174233155,0.2117507741,1.3058580052
0.2569662673,0.3327105718,0.3485824477,0.2841870213,0.2435523585,0.174233155,1.3059044946
0.2204246283,0.2569662673,0.3327105718,0.3485824477,0.2841870213,0.2435523585,1.305837634
0.2807874018,0.2204246283,0.2569662673,0.3327105718,0.3485824477,0.2841870213,1.3057060122
0.2739999069,0.2807874018,0.2204246283,0.2569662673,0.3327105718,0.3485824477,1.3055109543
0.2317451203,0.2739999069,0.2807874018,0.2204246283,0.2569662673,0.3327105718,1.3051534238
0.2150521553,0.2317451203,0.2739999069,0.2807874018,0.2204246283,0.2569662673,1.3047094861
0.1987035713,0.2150521553,0.2317451203,0.2739999069,0.2807874018,0.2204246283,1.3041189778
0.3336588915,0.1987035713,0.2150521553,0.2317451203,0.2739999069,0.2807874018,1.3034158561
0.3126636574,0.3336588915,0.1987035713,0.2150521553,0.2317451203,0.2739999069,1.3026287003
0.1738388202,0.3126636574,0.3336588915,0.1987035713,0.2150521553,0.2317451203,1.301829262
0.186329774,0.1738388202,0.3126636574,0.3336588915,0.1987035713,0.2150521553,1.3010733791
0.2272576355,0.186329774,0.1738388202,0.3126636574,0.3336588915,0.1987035713,1.3003140341
0.283007861,0.2272576355,0.186329774,0.1738388202,0.3126636574,0.3336588915,1.2996399961
0.2279024038,0.283007861,0.2272576355,0.186329774,0.1738388202,0.3126636574,1.2990176176
0.205810118,0.2279024038,0.283007861,0.2272576355,0.186329774,0.1738388202,1.2984434488
0.2288885476,0.205810118,0.2279024038,0.283007861,0.2272576355,0.186329774,1.2979139217
0.2237880186,0.2288885476,0.205810118,0.2279024038,0.283007861,0.2272576355,1.2974259978
0.2724422832,0.2237880186,0.2288885476,0.205810118,0.2279024038,0.283007861,1.2969261959
0.231541362,0.2724422832,0.2237880186,0.2288885476,0.205810118,0.2279024038,1.2964963361
0.2174872321,0.231541362,0.2724422832,0.2237880186,0.2288885476,0.205810118,1.2962248782
0.1709100945,0.2174872321,0.231541362,0.2724422832,0.2237880186,0.2288885476,1.2960308479
0.1802462792,0.1709100945,0.2174872321,0.231541362,0.2724422832,0.2237880186,1.2959013808
0.188603739,0.1802462792,0.1709100945,0.2174872321,0.231541362,0.2724422832,1.2958254432
0.1541522549,0.188603739,0.1802462792,0.1709100945,0.2174872321,0.231541362,1.2959029359
0.1495838313,0.1541522549,0.188603739,0.1802462792,0.1709100945,0.2174872321,1.2960811348
0.1797427401,0.1495838313,0.1541522549,0.188603739,0.1802462792,0.1709100945,1.2963521737
0.1904702368,0.1797427401,0.1495838313,0.1541522549,0.188603739,0.1802462792,1.296853181
0.1742538604,0.1904702368,0.1797427401,0.1495838313,0.1541522549,0.188603739,1.2975299258
0.1687228596,0.1742538604,0.1904702368,0.1797427401,0.1495838313,0.1541522549,1.2983424338
0.1689156691,0.1687228596,0.1742538604,0.1904702368,0.1797427401,0.1495838313,1.2992571785
0.1798057136,0.1689156691,0.1687228596,0.1742538604,0.1904702368,0.1797427401,1.300237838
0.1653376678,0.1798057136,0.1689156691,0.1687228596,0.1742538604,0.1904702368,1.3013057715
0.1983431312,0.1653376678,0.1798057136,0.1689156691,0.1687228596,0.1742538604,1.3025082128
0.2488590122,0.1983431312,0.1653376678,0.1798057136,0.1689156691,0.1687228596,1.3037689993
0.2700402937,0.2488590122,0.1983431312,0.1653376678,0.1798057136,0.1689156691,1.3050805983
0.2569492642,0.2700402937,0.2488590122,0.1983431312,0.1653376678,0.1798057136,1.3064202981
0.2795065852,0.2569492642,0.2700402937,0.2488590122,0.1983431312,0.1653376678,1.3077698737
0.2554932569,0.2795065852,0.2569492642,0.2700402937,0.2488590122,0.1983431312,1.3091250326
0.2873276011,0.2554932569,0.2795065852,0.2569492642,0.2700402937,0.2488590122,1.3105359819
0.2749646691,0.2873276011,0.2554932569,0.2795065852,0.2569492642,0.2700402937,1.3119756095
0.2928688197,0.2749646691,0.2873276011,0.2554932569,0.2795065852,0.2569492642,1.3132368927
0.3297621287,0.2928688197,0.2749646691,0.2873276011,0.2554932569,0.2795065852,1.3142399319
0.3112671896,0.3297621287,0.2928688197,0.2749646691,0.2873276011,0.2554932569,1.3150235839
0.2444195844,0.3112671896,0.3297621287,0.2928688197,0.2749646691,0.2873276011,1.3156212664
0.2204698864,0.2444195844,0.3112671896,0.3297621287,0.2928688197,0.2749646691,1.3160402269
0.2671245343,0.2204698864,0.2444195844,0.3112671896,0.3297621287,0.2928688197,1.3162991175
0.211925773,0.2671245343,0.2204698864,0.2444195844,0.3112671896,0.3297621287,1.3163508491
0.2306508898,0.211925773,0.2671245343,0.2204698864,0.2444195844,0.3112671896,1.3162443606
0.2288878468,0.2306508898,0.211925773,0.2671245343,0.2204698864,0.2444195844,1.3160048259
0.2707361513,0.2288878468,0.2306508898,0.211925773,0.2671245343,0.2204698864,1.3156599462
0.199210899,0.2707361513,0.2288878468,0.2306508898,0.211925773,0.2671245343,1.3152333469
0.1627535746,0.199210899,0.2707361513,0.2288878468,0.2306508898,0.211925773,1.3147951842
0.3006836146,0.1627535746,0.199210899,0.2707361513,0.2288878468,0.2306508898,1.3143089314
0.314497996,0.3006836146,0.1627535746,0.199210899,0.2707361513,0.2288878468,1.3137762185
0.4326553348,0.314497996,0.3006836146,0.1627535746,0.199210899,0.2707361513,1.3132116788
0.4783399789,0.4326553348,0.314497996,0.3006836146,0.1627535746,0.199210899,1.3124499744
0.445951058,0.4783399789,0.4326553348,0.314497996,0.3006836146,0.1627535746,1.311536827
0.3559629067,0.445951058,0.4783399789,0.4326553348,0.314497996,0.3006836146,1.3105101646
0.2935611358,0.3559629067,0.445951058,0.4783399789,0.4326553348,0.314497996,1.3094350701
0.3116164421,0.2935611358,0.3559629067,0.445951058,0.4783399789,0.4326553348,1.3082407556
0.3149235074,0.3116164421,0.2935611358,0.3559629067,0.445951058,0.4783399789,1.3070358977
0.2787322958,0.3149235074,0.3116164421,0.2935611358,0.3559629067,0.445951058,1.306036267
0.2362825239,0.2787322958,0.3149235074,0.3116164421,0.2935611358,0.3559629067,1.305214898
0.2631985087,0.2362825239,0.2787322958,0.3149235074,0.3116164421,0.2935611358,1.3045457554
0.250571287,0.2631985087,0.2362825239,0.2787322958,0.3149235074,0.3116164421,1.3040064372
0.2427075721,0.250571287,0.2631985087,0.2362825239,0.2787322958,0.3149235074,1.3035688861
0.3105388308,0.2427075721,0.250571287,0.2631985087,0.2362825239,0.2787322958,1.3033222742
0.337173974,0.3105388308,0.2427075721,0.250571287,0.2631985087,0.2362825239,1.3031832171
0.2870765621,0.337173974,0.3105388308,0.2427075721,0.250571287,0.2631985087,1.3031167565
0.2862750426,0.2870765621,0.337173974,0.3105388308,0.2427075721,0.250571287,1.3031731826
0.3646919967,0.2862750426,0.2870765621,0.337173974,0.3105388308,0.2427075721,1.3033287908
0.3315587572,0.3646919967,0.2862750426,0.2870765621,0.337173974,0.3105388308,1.30356302
0.2445871946,0.3315587572,0.3646919967,0.2862750426,0.2870765621,0.337173974,1.3039092924
0.2599740087,0.2445871946,0.3315587572,0.3646919967,0.2862750426,0.2870765621,1.3043616969
0.2780085745,0.2599740087,0.2445871946,0.3315587572,0.3646919967,0.2862750426,1.3049113403
0.313136178,0.2780085745,0.2599740087,0.2445871946,0.3315587572,0.3646919967,1.3055404592
0.4197014246,0.313136178,0.2780085745,0.2599740087,0.2445871946,0.3315587572,1.3062622308
0.3503365031,0.4197014246,0.313136178,0.2780085745,0.2599740087,0.2445871946,1.3070519744
0.3232913041,0.3503365031,0.4197014246,0.313136178,0.2780085745,0.2599740087,1.3078891477
