c_norm,c_norm_lag1,c_norm_lag2,c_norm_lag3,c_norm_lag4,c_norm_lag5
0.30246104,0.249637666,0.2547792062,0.2421434476,0.2491973906,0.2325177767
0.2809695137,0.30246104,0.249637666,0.2547792062,0.2421434476,0.2491973906
0.2318321602,0.2809695137,0.30246104,0.249637666,0.2547792062,0.2421434476
0.3642050875,0.2318321602,0.2809695137,0.30246104,0.249637666,0.2547792062
0.4098493621,0.3642050875,0.2318321602,0.2809695137,0.30246104,0.249637666
0.3711810596,0.4098493621,0.3642050875,0.2318321602,0.2809695137,0.30246104
0.3033142913,0.3711810596,0.4098493621,0.3642050875,0.2318321602,0.2809695137
0.2583312716,0.3033142913,0.3711810596,0.4098493621,0.3642050875,0.2318321602
0.2791592218,0.2583312716,0.3033142913,0.3711810596,0.4098493621,0.3642050875
0.2322798134,0.2791592218,0.2583312716,0.3033142913,0.3711810596,0.4098493621
0.2241916403,0.2322798134,0.2791592218,0.2583312716,0.3033142913,0.3711810596
0.2514938428,0.2241916403,0.2322798134,0.2791592218,0.2583312716,0.3033142913
0.216659898,0.2514938428,0.2241916403,0.2322798134,0.2791592218,0.2583312716
0.2129345176,0.216659898,0.2514938428,0.2241916403,0.2322798134,0.2791592218
0.2273480698,0.2129345176,0.216659898,0.2514938428,0.2241916403,0.2322798134
0.2950617826,0.2273480698,0.2129345176,0.216659898,0.2514938428,0.2241916403
0.2925259974,0.2950617826,0.2273480698,0.2129345176,0.216659898,0.2514938428
0.3619829045,0.2925259974,0.2950617826,0.2273480698,0.2129345176,0.216659898
0.3778995733,0.3619829045,0.2925259974,0.2950617826,0.2273480698,0.2129345176
0.3394381397,0.3778995733,0.3619829045,0.2925259974,0.2950617826,0.2273480698
0.3187692269,0.3394381397,0.3778995733,0.3619829045,0.2925259974,0.2950617826
0.4206847787,0.3187692269,0.3394381397,0.3778995733,0.3619829045,0.2925259974
0.3520811654,0.4206847787,0.3187692269,0.3394381397,0.3778995733,0.3619829045
0.2740860495,0.3520811654,0.4206847787,0.3187692269,0.3394381397,0.3778995733
0.2882280104,0.2740860495,0.3520811654,0.4206847787,0.3187692269,0.3394381397
0.2833117033,0.2882280104,0.2740860495,0.3520811654,0.4206847787,0.3187692269
0.2759542729,0.2833117033,0.2882280104,0.2740860495,0.3520811654,0.4206847787
0.2787082067,0.2759542729,0.2833117033,0.2882280104,0.2740860495,0.3520811654
0.4139120106,0.2787082067,0.2759542729,0.2833117033,0.2882280104,0.2740860495
0.3011964875,0.4139120106,0.2787082067,0.2759542729,0.2833117033,0.2882280104
0.3765052536,0.3011964875,0.4139120106,0.2787082067,0.2759542729,0.2833117033
0.4282318168,0.3765052536,0.3011964875,0.4139120106,0.2787082067,0.2759542729
0.298586712,0.4282318168,0.3765052536,0.3011964875,0.4139120106,0.2787082067
0.3683675796,0.298586712,0.4282318168,0.3765052536,0.3011964875,0.4139120106
0.5140705228,0.3683675796,0.298586712,0.4282318168,0.3765052536,0.3011964875
0.6278379258,0.5140705228,0.3683675796,0.298586712,0.4282318168,0.3765052536
0.3846512263,0.6278379258,0.5140705228,0.3683675796,0.298586712,0.4282318168
0.3076190031,0.3846512263,0.6278379258,0.5140705228,0.3683675796,0.298586712
0.2534882991,0.3076190031,0.3846512263,0.6278379258,0.5140705228,0.3683675796
0.2743204511,0.2534882991,0.3076190031,0.3846512263,0.6278379258,0.5140705228
0.260952687,0.2743204511,0.2534882991,0.3076190031,0.3846512263,0.6278379258
0.3328454415,0.260952687,0.2743204511,0.2534882991,0.3076190031,0.3846512263
0.2953829198,0.3328454415,0.260952687,0.2743204511,0.2534882991,0.3076190031
0.322495426,0.2953829198,0.3328454415,0.260952687,0.2743204511,0.2534882991
0.2833820732,0.322495426,0.2953829198,0.3328454415,0.260952687,0.2743204511
0.2643082624,0.2833820732,0.322495426,0.2953829198,0.3328454415,0.260952687
0.247230294,0.2643082624,0.2833820732,0.322495426,0.2953829198,0.3328454415
0.3742012495,0.247230294,0.2643082624,0.2833820732,0.322495426,0.2953829198
0.3554533748,0.3742012495,0.247230294,0.2643082624,0.2833820732,0.322495426
0.2550185847,0.3554533748,0.3742012495,0.247230294,0.2643082624,0.2833820732
0.2433893968,0.2550185847,0.3554533748,0.3742012495,0.247230294,0.2643082624
0.2239964398,0.2433893968,0.2550185847,0.3554533748,0.3742012495,0.247230294
0.2642913732,0.2239964398,0.2433893968,0.2550185847,0.3554533748,0.3742012495
0.2123023839,0.2642913732,0.2239964398,0.2433893968,0.2550185847,0.3554533748
0.1742715834,0.2123023839,0.2642913732,0.2239964398,0.2433893968,0.2550185847
0.2768496659,0.1742715834,0.2123023839,0.2642913732,0.2239964398,0.2433893968
0.2167673948,0.2768496659,0.1742715834,0.2123023839,0.2642913732,0.2239964398
0.1855780351,0.2167673948,0.2768496659,0.1742715834,0.2123023839,0.2642913732
0.2629737467,0.1855780351,0.2167673948,0.2768496659,0.1742715834,0.2123023839
0.2766127075,0.2629737467,0.1855780351,0.2167673948,0.2768496659,0.1742715834
0.2043466164,0.2766127075,0.2629737467,0.1855780351,0.2167673948,0.2768496659
0.1740452636,0.2043466164,0.2766127075,0.2629737467,0.1855780351,0.2167673948
0.1852189538,0.1740452636,0.2043466164,0.2766127075,0.2629737467,0.1855780351
0.1992042245,0.1852189538,0.1740452636,0.2043466164,0.2766127075,0.2629737467
0.2439687083,0.1992042245,0.1852189538,0.1740452636,0.2043466164,0.2766127075
0.2326629566,0.2439687083,0.1992042245,0.1852189538,0.1740452636,0.2043466164
0.2420745333,0.2326629566,0.2439687083,0.1992042245,0.1852189538,0.1740452636
0.1712587265,0.2420745333,0.2326629566,0.2439687083,0.1992042245,0.1852189538
0.2184542092,0.1712587265,0.2420745333,0.2326629566,0.2439687083,0.1992042245
0.3255373315,0.2184542092,0.1712587265,0.2420745333,0.2326629566,0.2439687083
0.2355586047,0.3255373315,0.2184542092,0.1712587265,0.2420745333,0.2326629566
0.2564616217,0.2355586047,0.3255373315,0.2184542092,0.1712587265,0.2420745333
0.2998061143,0.2564616217,0.2355586047,0.3255373315,0.2184542092,0.1712587265
0.3136191186,0.2998061143,0.2564616217,0.2355586047,0.3255373315,0.2184542092
0.3046486497,0.3136191186,0.2998061143,0.2564616217,0.2355586047,0.3255373315
0.2696811787,0.3046486497,0.3136191186,0.2998061143,0.2564616217,0.2355586047
0.3011408458,0.2696811787,0.3046486497,0.3136191186,0.2998061143,0.2564616217
0.2625788912,0.3011408458,0.2696811787,0.3046486497,0.3136191186,0.2998061143
0.3028675024,0.2625788912,0.3011408458,0.2696811787,0.3046486497,0.3136191186
0.2952605809,0.3028675024,0.2625788912,0.3011408458,0.2696811787,0.3046486497
0.312928052,0.2952605809,0.3028675024,0.2625788912,0.3011408458,0.2696811787
0.2568295964,0.312928052,0.2952605809,0.3028675024,0.2625788912,0.3011408458
0.2380955317,0.2568295964,0.312928052,0.2952605809,0.3028675024,0.2625788912
0.2527969798,0.2380955317,0.2568295964,0.312928052,0.2952605809,0.3028675024
0.2353210371,0.2527969798,0.2380955317,0.2568295964,0.312928052,0.2952605809
0.2111686797,0.2353210371,0.2527969798,0.2380955317,0.2568295964,0.312928052
0.2918285505,0.2111686797,0.2353210371,0.2527969798,0.2380955317,0.2568295964
0.2411095651,0.2918285505,0.2111686797,0.2353210371,0.2527969798,0.2380955317
0.2498978974,0.2411095651,0.2918285505,0.2111686797,0.2353210371,0.2527969798
0.2684328539,0.2498978974,0.2411095651,0.2918285505,0.2111686797,0.2353210371
0.2452391893,0.2684328539,0.2498978974,0.2411095651,0.2918285505,0.2111686797
0.2569451472,0.2452391893,0.2684328539,0.2498978974,0.2411095651,0.2918285505
0.3063538441,0.2569451472,0.2452391893,0.2684328539,0.2498978974,0.2411095651
0.3657396366,0.3063538441,0.2569451472,0.2452391893,0.2684328539,0.2498978974
0.3710814152,0.3657396366,0.3063538441,0.2569451472,0.2452391893,0.2684328539
0.3025649389,0.3710814152,0.3657396366,0.3063538441,0.2569451472,0.2452391893
0.2767699116,0.3025649389,0.3710814152,0.3657396366,0.3063538441,0.2569451472
0.3051021494,0.2767699116,0.3025649389,0.3710814152,0.3657396366,0.3063538441
0.3261221663,0.3051021494,0.2767699116,0.3025649389,0.3710814152,0.3657396366
0.2818440116,0.3261221663,0.3051021494,0.2767699116,0.3025649389,0.3710814152
0.2423440824,0.2818440116,0.3261221663,0.3051021494,0.2767699116,0.3025649389
0.291939159,0.2423440824,0.2818440116,0.3261221663,0.3051021494,0.2767699116
0.277863177,0.291939159,0.2423440824,0.2818440116,0.3261221663,0.3051021494
0.2626671901,0.277863177,0.291939159,0.2423440824,0.2818440116,0.3261221663
0.2937323177,0.2626671901,0.277863177,0.291939159,0.2423440824,0.2818440116
0.2302752083,0.2937323177,0.2626671901,0.277863177,0.291939159,0.2423440824
0.2550979239,0.2302752083,0.2937323177,0.2626671901,0.277863177,0.291939159
0.2717135095,0.2550979239,0.2302752083,0.2937323177,0.2626671901,0.277863177
0.2653900512,0.2717135095,0.2550979239,0.2302752083,0.2937323177,0.2626671901
0.3095710129,0.2653900512,0.2717135095,0.2550979239,0.2302752083,0.2937323177
0.2510993598,0.3095710129,0.2653900512,0.2717135095,0.2550979239,0.2302752083
0.2222328231,0.2510993598,0.3095710129,0.2653900512,0.2717135095,0.2550979239
0.2363132595,0.2222328231,0.2510993598,0.3095710129,0.2653900512,0.2717135095
0.3682848825,0.2363132595,0.2222328231,0.2510993598,0.3095710129,0.2653900512
0.3008553608,0.3682848825,0.2363132595,0.2222328231,0.2510993598,0.3095710129
0.3018155243,0.3008553608,0.3682848825,0.2363132595,0.2222328231,0.2510993598
0.3635152834,0.3018155243,0.3008553608,0.3682848825,0.2363132595,0.2222328231
0.3274460419,0.3635152834,0.3018155243,0.3008553608,0.3682848825,0.2363132595
0.3117077134,0.3274460419,0.3635152834,0.3018155243,0.3008553608,0.3682848825
0.228257905,0.3117077134,0.3274460419,0.3635152834,0.3018155243,0.3008553608
0.5411777865,0.228257905,0.3117077134,0.3274460419,0.3635152834,0.3018155243
0.4946298941,0.5411777865,0.228257905,0.3117077134,0.3274460419,0.3635152834
0.3436915107,0.4946298941,0.5411777865,0.228257905,0.3117077134,0.3274460419
0.3870627749,0.3436915107,0.4946298941,0.5411777865,0.228257905,0.3117077134
0.3606085564,0.3870627749,0.3436915107,0.4946298941,0.5411777865,0.228257905
0.3385779945,0.3606085564,0.3870627749,0.3436915107,0.4946298941,0.5411777865
0.3108550719,0.3385779945,0.3606085564,0.3870627749,0.3436915107,0.4946298941
0.2734847089,0.3108550719,0.3385779945,0.3606085564,0.3870627749,0.3436915107
0.2974584266,0.2734847089,0.3108550719,0.3385779945,0.3606085564,0.3870627749
0.2509430623,0.2974584266,0.2734847089,0.3108550719,0.3385779945,0.3606085564
0.288334861,0.2509430623,0.2974584266,0.2734847089,0.3108550719,0.3385779945
0.2272222896,0.288334861,0.2509430623,0.2974584266,0.2734847089,0.3108550719
0.2658949253,0.2272222896,0.288334861,0.2509430623,0.2974584266,0.2734847089
0.2196614826,0.2658949253,0.2272222896,0.288334861,0.2509430623,0.2974584266
0.2243816272,0.2196614826,0.2658949253,0.2272222896,0.288334861,0.2509430623
0.3061337834,0.2243816272,0.2196614826,0.2658949253,0.2272222896,0.288334861
0.2800579311,0.3061337834,0.2243816272,0.2196614826,0.2658949253,0.2272222896
0.3143268364,0.2800579311,0.3061337834,0.2243816272,0.2196614826,0.2658949253
0.3846936067,0.3143268364,0.2800579311,0.3061337834,0.2243816272,0.2196614826
0.3423762452,0.3846936067,0.3143268364,0.2800579311,0.3061337834,0.2243816272
0.1905006669,0.3423762452,0.3846936067,0.3143268364,0.2800579311,0.3061337834
0.2168820811,0.1905006669,0.3423762452,0.3846936067,0.3143268364,0.2800579311
0.205359036,0.2168820811,0.1905006669,0.3423762452,0.3846936067,0.3143268364
0.2070201236,0.205359036,0.2168820811,0.1905006669,0.3423762452,0.3846936067
0.1755295795,0.2070201236,0.205359036,0.2168820811,0.1905006669,0.3423762452
0.2153832111,0.1755295795,0.2070201236,0.205359036,0.2168820811,0.1905006669
0.3303763625,0.2153832111,0.1755295795,0.2070201236,0.205359036,0.2168820811
0.3783898739,0.3303763625,0.2153832111,0.1755295795,0.2070201236,0.205359036
0.3118745313,0.3783898739,0.3303763625,0.2153832111,0.1755295795,0.2070201236
0.1920857525,0.3118745313,0.3783898739,0.3303763625,0.2153832111,0.1755295795
0.294372683,0.1920857525,0.3118745313,0.3783898739,0.3303763625,0.2153832111
0.2146205094,0.294372683,0.1920857525,0.3118745313,0.3783898739,0.3303763625
0.1614707904,0.2146205094,0.294372683,0.1920857525,0.3118745313,0.3783898739
0.2335155898,0.1614707904,0.2146205094,0.294372683,0.1920857525,0.3118745313
0.2098550634,0.2335155898,0.1614707904,0.2146205094,0.294372683,0.1920857525
0.1592721774,0.2098550634,0.2335155898,0.1614707904,0.2146205094,0.294372683
0.1626067681,0.1592721774,0.2098550634,0.2335155898,0.1614707904,0.2146205094
0.1599741655,0.1626067681,0.1592721774,0.2098550634,0.2335155898,0.1614707904
0.2229828356,0.1599741655,0.1626067681,0.1592721774,0.2098550634,0.2335155898
0.2667575416,0.2229828356,0.1599741655,0.1626067681,0.1592721774,0.2098550634
0.2872980044,0.2667575416,0.2229828356,0.1599741655,0.1626067681,0.1592721774
0.2345703383,0.2872980044,0.2667575416,0.2229828356,0.1599741655,0.1626067681
0.3449705486,0.2345703383,0.2872980044,0.2667575416,0.2229828356,0.1599741655
0.2867571658,0.3449705486,0.2345703383,0.2872980044,0.2667575416,0.2229828356
0.2289957686,0.2867571658,0.3449705486,0.2345703383,0.2872980044,0.2667575416
0.2076376213,0.2289957686,0.2867571658,0.3449705486,0.2345703383,0.2872980044
0.2927769416,0.2076376213,0.2289957686,0.2867571658,0.3449705486,0.2345703383
0.2731987679,0.2927769416,0.2076376213,0.2289957686,0.2867571658,0.3449705486
0.4802996163,0.2731987679,0.2927769416,0.2076376213,0.2289957686,0.2867571658
0.7061925975,0.4802996163,0.2731987679,0.2927769416,0.2076376213,0.2289957686
0.5781427074,0.7061925975,0.4802996163,0.2731987679,0.2927769416,0.2076376213
0.3956404388,0.5781427074,0.7061925975,0.4802996163,0.2731987679,0.2927769416
0.3476654297,0.3956404388,0.5781427074,0.7061925975,0.4802996163,0.2731987679
0.2385247866,0.3476654297,0.3956404388,0.5781427074,0.7061925975,0.4802996163
0.2821589397,0.2385247866,0.3476654297,0.3956404388,0.5781427074,0.7061925975
0.3177985485,0.2821589397,0.2385247866,0.3476654297,0.3956404388,0.5781427074
0.2227364748,0.3177985485,0.2821589397,0.2385247866,0.3476654297,0.3956404388
0.2619703794,0.2227364748,0.3177985485,0.2821589397,0.2385247866,0.3476654297
0.2826807977,0.2619703794,0.2227364748,0.3177985485,0.2821589397,0.2385247866
0.227638939,0.2826807977,0.2619703794,0.2227364748,0.3177985485,0.2821589397
0.27105398,0.227638939,0.2826807977,0.2619703794,0.2227364748,0.3177985485
0.2738187547,0.27105398,0.227638939,0.2826807977,0.2619703794,0.2227364748
0.2411056481,0.2738187547,0.27105398,0.227638939,0.2826807977,0.2619703794
0.2567934824,0.2411056481,0.2738187547,0.27105398,0.227638939,0.2826807977
0.2213259724,0.2567934824,0.2411056481,0.2738187547,0.27105398,0.227638939
0.2149614326,0.2213259724,0.2567934824,0.2411056481,0.2738187547,0.27105398
0.2733196345,0.2149614326,0.2213259724,0.2567934824,0.2411056481,0.2738187547
0.3249720885,0.2733196345,0.2149614326,0.2213259724,0.2567934824,0.2411056481
0.2436918106,0.3249720885,0.2733196345,0.2149614326,0.2213259724,0.2567934824
0.2588074374,0.2436918106,0.3249720885,0.2733196345,0.2149614326,0.2213259724
0.3293629931,0.2588074374,0.2436918106,0.3249720885,0.2733196345,0.2149614326
0.3223350501,0.3293629931,0.2588074374,0.2436918106,0.3249720885,0.2733196345
0.3670606127,0.3223350501,0.3293629931,0.2588074374,0.2436918106,0.3249720885
0.2599989305,0.3670606127,0.3223350501,0.3293629931,0.2588074374,0.2436918106
0.3157675369,0.2599989305,0.3670606127,0.3223350501,0.3293629931,0.2588074374
0.2400396093,0.3157675369,0.2599989305,0.3670606127,0.3223350501,0.3293629931
0.1851060151,0.2400396093,0.3157675369,0.2599989305,0.3670606127,0.3223350501
0.2622727729,0.1851060151,0.2400396093,0.3157675369,0.2599989305,0.3670606127
0.3334493496,0.2622727729,0.1851060151,0.2400396093,0.3157675369,0.2599989305
0.2976433968,0.3334493496,0.2622727729,0.1851060151,0.2400396093,0.3157675369
0.3560210194,0.2976433968,0.3334493496,0.2622727729,0.1851060151,0.2400396093
0.3347693931,0.3560210194,0.2976433968,0.3334493496,0.2622727729,0.1851060151
0.2999515878,0.3347693931,0.3560210194,0.2976433968,0.3334493496,0.2622727729
0.2667120574,0.2999515878,0.3347693931,0.3560210194,0.2976433968,0.3334493496
0.2788090248,0.2667120574,0.2999515878,0.3347693931,0.3560210194,0.2976433968
0.2951020748,0.2788090248,0.2667120574,0.2999515878,0.3347693931,0.3560210194
0.254532058,0.2951020748,0.2788090248,0.2667120574,0.2999515878,0.3347693931
0.2749504046,0.254532058,0.2951020748,0.2788090248,0.2667120574,0.2999515878
0.2177712984,0.2749504046,0.254532058,0.2951020748,0.2788090248,0.2667120574
0.2466341215,0.2177712984,0.2749504046,0.254532058,0.2951020748,0.2788090248
0.2734885086,0.2466341215,0.2177712984,0.2749504046,0.254532058,0.2951020748
0.3025159727,0.2734885086,0.2466341215,0.2177712984,0.2749504046,0.254532058
0.3233969052,0.3025159727,0.2734885086,0.2466341215,0.2177712984,0.2749504046
0.2887812536,0.3233969052,0.3025159727,0.2734885086,0.2466341215,0.2177712984
0.2863562926,0.2887812536,0.3233969052,0.3025159727,0.2734885086,0.2466341215
0.221171725,0.2863562926,0.2887812536,0.3233969052,0.3025159727,0.2734885086
0.3006152738,0.221171725,0.2863562926,0.2887812536,0.3233969052,0.3025159727
0.3547446436,0.3006152738,0.221171725,0.2863562926,0.2887812536,0.3233969052
0.2839659752,0.3547446436,0.3006152738,0.221171725,0.2863562926,0.2887812536
0.225008928,0.2839659752,0.3547446436,0.3006152738,0.221171725,0.2863562926
0.2745335024,0.225008928,0.2839659752,0.3547446436,0.3006152738,0.221171725
0.2781487544,0.2745335024,0.225008928,0.2839659752,0.3547446436,0.3006152738
0.2090856838,0.2781487544,0.2745335024,0.225008928,0.2839659752,0.3547446436
0.2207550102,0.2090856838,0.2781487544,0.2745335024,0.225008928,0.2839659752
0.2186699041,0.2207550102,0.2090856838,0.2781487544,0.2745335024,0.225008928
0.2431598425,0.2186699041,0.2207550102,0.2090856838,0.2781487544,0.2745335024
0.2066951216,0.2431598425,0.2186699041,0.2207550102,0.2090856838,0.2781487544
0.2165306655,0.2066951216,0.2431598425,0.2186699041,0.2207550102,0.2090856838
0.2001867983,0.2165306655,0.2066951216,0.2431598425,0.2186699041,0.2207550102
0.2063997749,0.2001867983,0.2165306655,0.2066951216,0.2431598425,0.2186699041
0.2434300649,0.2063997749,0.2001867983,0.2165306655,0.2066951216,0.2431598425
0.2169477619,0.2434300649,0.2063997749,0.2001867983,0.2165306655,0.2066951216
0.2086794326,0.2169477619,0.2434300649,0.2063997749,0.2001867983,0.2165306655
0.2153862009,0.2086794326,0.2169477619,0.2434300649,0.2063997749,0.2001867983
0.2020186315,0.2153862009,0.2086794326,0.2169477619,0.2434300649,0.2063997749
0.2092832734,0.2020186315,0.2153862009,0.2086794326,0.2169477619,0.2434300649
0.2967178674,0.2092832734,0.2020186315,0.2153862009,0.2086794326,0.2169477619
0.306294794,0.2967178674,0.2092832734,0.2020186315,0.2153862009,0.2086794326
0.1695279213,0.306294794,0.2967178674,0.2092832734,0.2020186315,0.2153862009
0.2334678114,0.1695279213,0.306294794,0.2967178674,0.2092832734,0.2020186315
0.3024949627,0.2334678114,0.1695279213,0.306294794,0.2967178674,0.2092832734
0.2492085546,0.3024949627,0.2334678114,0.1695279213,0.306294794,0.2967178674
0.249838899,0.2492085546,0.3024949627,0.2334678114,0.1695279213,0.306294794
0.4734745273,0.249838899,0.2492085546,0.3024949627,0.2334678114,0.1695279213
0.3951861307,0.4734745273,0.249838899,0.2492085546,0.3024949627,0.2334678114
0.1920451546,0.3951861307,0.4734745273,0.249838899,0.2492085546,0.3024949627
0.2337712535,0.1920451546,0.3951861307,0.4734745273,0.249838899,0.2492085546
0.3783034627,0.2337712535,0.1920451546,0.3951861307,0.4734745273,0.249838899
0.3120809904,0.3783034627,0.2337712535,0.1920451546,0.3951861307,0.4734745273
0.2576855902,0.3120809904,0.3783034627,0.2337712535,0.1920451546,0.3951861307
0.2982837121,0.2576855902,0.3120809904,0.3783034627,0.2337712535,0.1920451546
0.2833391304,0.2982837121,0.2576855902,0.3120809904,0.3783034627,0.2337712535
0.2986400068,0.2833391304,0.2982837121,0.2576855902,0.3120809904,0.3783034627
0.3528944019,0.2986400068,0.2833391304,0.2982837121,0.2576855902,0.3120809904
0.3474724307,0.3528944019,0.2986400068,0.2833391304,0.2982837121,0.2576855902
0.4499589949,0.3474724307,0.3528944019,0.2986400068,0.2833391304,0.2982837121
0.3682258844,0.4499589949,0.3474724307,0.3528944019,0.2986400068,0.2833391304
0.3080853787,0.3682258844,0.4499589949,0.3474724307,0.3528944019,0.2986400068
0.2854249012,0.3080853787,0.3682258844,0.4499589949,0.3474724307,0.3528944019
0.2656198541,0.2854249012,0.3080853787,0.3682258844,0.4499589949,0.3474724307
0.2244936359,0.2656198541,0.2854249012,0.3080853787,0.3682258844,0.4499589949
0.2981761911,0.2244936359,0.2656198541,0.2854249012,0.3080853787,0.3682258844
0.268086764,0.2981761911,0.2244936359,0.2656198541,0.2854249012,0.3080853787
0.3019676368,0.268086764,0.2981761911,0.2244936359,0.2656198541,0.2854249012
0.2091128164,0.3019676368,0.268086764,0.2981761911,0.2244936359,0.2656198541
0.3624922072,0.2091128164,0.3019676368,0.268086764,0.2981761911,0.2244936359
0.2883934023,0.3624922072,0.2091128164,0.3019676368,0.268086764,0.2981761911
0.1611673411,0.2883934023,0.3624922072,0.2091128164,0.3019676368,0.268086764
0.3222275862,0.1611673411,0.2883934023,0.3624922072,0.2091128164,0.3019676368
0.2824682535,0.3222275862,0.1611673411,0.2883934023,0.3624922072,0.2091128164
0.3357845447,0.2824682535,0.3222275862,0.1611673411,0.2883934023,0.3624922072
0.2609695957,0.3357845447,0.2824682535,0.3222275862,0.1611673411,0.2883934023
0.2531062063,0.2609695957,0.3357845447,0.2824682535,0.3222275862,0.1611673411
0.2068774559,0.2531062063,0.2609695957,0.3357845447,0.2824682535,0.3222275862
0.1556013193,0.2068774559,0.2531062063,0.2609695957,0.3357845447,0.2824682535
0.1708290436,0.1556013193,0.2068774559,0.2531062063,0.2609695957,0.3357845447
0.2108676432,0.1708290436,0.1556013193,0.2068774559,0.2531062063,0.2609695957
0.2521490927,0.2108676432,0.1708290436,0.1556013193,0.2068774559,0.2531062063
0.2500476932,0.2521490927,0.2108676432,0.1708290436,0.1556013193,0.2068774559
0.251328753,0.2500476932,0.2521490927,0.2108676432,0.1708290436,0.1556013193
0.2305421128,0.251328753,0.2500476932,0.2521490927,0.2108676432,0.1708290436
0.2258386736,0.2305421128,0.251328753,0.2500476932,0.2521490927,0.2108676432
0.1883066061,0.2258386736,0.2305421128,0.251328753,0.2500476932,0.2521490927
0.2115870838,0.1883066061,0.2258386736,0.2305421128,0.251328753,0.2500476932
0.1760499467,0.2115870838,0.1883066061,0.2258386736,0.2305421128,0.251328753
0.219648867,0.1760499467,0.2115870838,0.1883066061,0.2258386736,0.2305421128
0.2216324798,0.219648867,0.1760499467,0.2115870838,0.1883066061,0.2258386736
0.4084126033,0.2216324798,0.219648867,0.1760499467,0.2115870838,0.1883066061
0.2153801296,0.4084126033,0.2216324798,0.219648867,0.1760499467,0.2115870838
0.2075286734,0.2153801296,0.4084126033,0.2216324798,0.219648867,0.1760499467
0.2099838336,0.2075286734,0.2153801296,0.4084126033,0.2216324798,0.219648867
0.2193017413,0.2099838336,0.2075286734,0.2153801296,0.4084126033,0.2216324798
0.2786469678,0.2193017413,0.2099838336,0.2075286734,0.2153801296,0.4084126033
0.2813552724,0.2786469678,0.2193017413,0.2099838336,0.2075286734,0.2153801296
0.315020634,0.2813552724,0.2786469678,0.2193017413,0.2099838336,0.2075286734
0.343859409,0.315020634,0.2813552724,0.2786469678,0.2193017413,0.2099838336
0.4021727212,0.343859409,0.315020634,0.2813552724,0.2786469678,0.2193017413
0.3010822975,0.4021727212,0.343859409,0.315020634,0.2813552724,0.2786469678
0.2925645808,0.3010822975,0.4021727212,0.343859409,0.315020634,0.2813552724
0.2800777585,0.2925645808,0.3010822975,0.4021727212,0.343859409,0.315020634
0.2625355563,0.2800777585,0.2925645808,0.3010822975,0.4021727212,0.343859409
0.2666601783,0.2625355563,0.2800777585,0.2925645808,0.3010822975,0.4021727212
0.2836855848,0.2666601783,0.2625355563,0.2800777585,0.2925645808,0.3010822975
0.2664309475,0.2836855848,0.2666601783,0.2625355563,0.2800777585,0.2925645808
0.234601076,0.2664309475,0.2836855848,0.2666601783,0.2625355563,0.2800777585
0.2126934483,0.234601076,0.2664309475,0.2836855848,0.2666601783,0.2625355563
0.2292890832,0.2126934483,0.234601076,0.2664309475,0.2836855848,0.2666601783
0.260592261,0.2292890832,0.2126934483,0.234601076,0.2664309475,0.2836855848
0.3023018372,0.260592261,0.2292890832,0.2126934483,0.234601076,0.2664309475
0.3192531569,0.3023018372,0.260592261,0.2292890832,0.2126934483,0.234601076
0.378697905,0.3192531569,0.3023018372,0.260592261,0.2292890832,0.2126934483
0.2779391375,0.378697905,0.3192531569,0.3023018372,0.260592261,0.2292890832
0.269645968,0.2779391375,0.378697905,0.3192531569,0.3023018372,0.260592261
0.2352831783,0.269645968,0.2779391375,0.378697905,0.3192531569,0.3023018372
0.2573132387,0.2352831783,0.269645968,0.2779391375,0.378697905,0.3192531569
0.2701683028,0.2573132387,0.2352831783,0.269645968,0.2779391375,0.378697905
0.2338601708,0.2701683028,0.2573132387,0.2352831783,0.269645968,0.2779391375
0.2411111519,0.2338601708,0.2701683028,0.2573132387,0.2352831783,0.269645968
0.2532254831,0.2411111519,0.2338601708,0.2701683028,0.2573132387,0.2352831783
0.3058125882,0.2532254831,0.2411111519,0.2338601708,0.2701683028,0.2573132387
0.3236515568,0.3058125882,0.2532254831,0.2411111519,0.2338601708,0.2701683028
0.3018368493,0.3236515568,0.3058125882,0.2532254831,0.2411111519,0.2338601708
0.2824228637,0.3018368493,0.3236515568,0.3058125882,0.2532254831,0.2411111519
0.2806333366,0.2824228637,0.3018368493,0.3236515568,0.3058125882,0.2532254831
0.2376879167,0.2806333366,0.2824228637,0.3018368493,0.3236515568,0.3058125882
0.2892085147,0.2376879167,0.2806333366,0.2824228637,0.3018368493,0.3236515568
0.2423822968,0.2892085147,0.2376879167,0.2806333366,0.2824228637,0.3018368493
0.2122921439,0.2423822968,0.2892085147,0.2376879167,0.2806333366,0.2824228637
0.2358805114,0.2122921439,0.2423822968,0.2892085147,0.2376879167,0.2806333366
0.2454358129,0.2358805114,0.2122921439,0.2423822968,0.2892085147,0.2376879167
0.2812768508,0.2454358129,0.2358805114,0.2122921439,0.2423822968,0.2892085147
0.2733301709,0.2812768508,0.2454358129,0.2358805114,0.2122921439,0.2423822968
0.2530391525,0.2733301709,0.2812768508,0.2454358129,0.2358805114,0.2122921439
0.3217923587,0.2530391525,0.2733301709,0.2812768508,0.2454358129,0.2358805114
0.2821518974,0.3217923587,0.2530391525,0.2733301709,0.2812768508,0.2454358129
0.2739066907,0.2821518974,0.3217923587,0.2530391525,0.2733301709,0.2812768508
