S_Log_All_Crisis_Yes,S_Log_Exchange,Date,greece
6.303698,0.2057581,20100627,13.0408665851
6.268754,0.2057586,20100628,13.7096289741
6.254714,0.2057642,20100629,14.0440101686
6.247961,0.2059137,20100630,13.0408665851
6.253375,0.2062685,20100701,12.3721041961
6.262121,0.206786,20100702,11.7033418071
6.262458,0.2074302,20100703,11.3689606127
6.264306,0.2081706,20100704,13.3752477796
6.280021,0.2090361,20100705,13.7096289741
6.295602,0.2099532,20100706,13.0408665851
6.318779,0.2109733,20100707,12.3721041961
6.342141,0.2120318,20100708,13.3752477796
6.369259,0.213111,20100709,11.7033418071
6.400038,0.214196,20100710,12.3721041961
6.419886,0.2152225,20100711,13.7096289741
6.439436,0.2163069,20100712,13.7096289741
6.453905,0.2174556,20100713,13.0408665851
6.468952,0.2187525,20100714,12.3721041961
6.47624,0.2201766,20100715,13.0408665851
6.475063,0.2216894,20100716,12.0377230016
6.462639,0.2232591,20100717,11.3689606127
6.445694,0.2248931,20100718,12.7064853906
6.438756,0.226518,20100719,13.3752477796
6.434317,0.2280517,20100720,12.3721041961
6.437687,0.2295621,20100721,12.7064853906
6.439176,0.2310162,20100722,11.7033418071
6.437623,0.2324102,20100723,11.3689606127
6.428301,0.2337414,20100724,11.0345794182
6.414367,0.2350928,20100725,12.7064853906
6.398674,0.2364471,20100726,12.3721041961
6.381689,0.2378017,20100727,12.3721041961
6.372216,0.2391937,20100728,11.7033418071
6.377038,0.2406058,20100729,11.0345794182
6.39133,0.2420202,20100730,11.3689606127
6.407548,0.2434222,20100731,11.0345794182
6.422219,0.2448802,20100801,12.3721041961
6.439302,0.2464182,20100802,12.0377230016
6.461751,0.2479442,20100803,11.0345794182
6.490094,0.2494446,20100804,10.7001982237
6.521302,0.2510036,20100805,10.3658170292
6.556002,0.2525947,20100806,10.3658170292
6.587434,0.2541957,20100807,10.3658170292
6.615372,0.255758,20100808,11.0345794182
6.64337,0.2571623,20100809,11.3689606127
6.672633,0.2582738,20100810,11.0345794182
6.700478,0.2591114,20100811,11.7033418071
6.72939,0.2596415,20100812,11.0345794182
6.755876,0.2599173,20100813,10.0314358347
6.758599,0.2599843,20100814,10.0314358347
6.76122,0.2599369,20100815,10.7001982237
6.772309,0.2598379,20100816,11.0345794182
6.788086,0.259684,20100817,11.0345794182
6.807595,0.2594599,20100818,10.3658170292
6.830733,0.2590638,20100819,11.3689606127
6.852135,0.2585322,20100820,12.0377230016
6.874068,0.2578962,20100821,11.0345794182
6.894954,0.2571631,20100822,12.3721041961
6.92162,0.2563681,20100823,12.0377230016
6.950916,0.2555128,20100824,12.0377230016
6.982914,0.2546684,20100825,14.0440101686
7.016318,0.253879,20100826,11.7033418071
7.046858,0.253142,20100827,10.7001982237
7.070529,0.2524548,20100828,10.9519675936
7.088055,0.2517528,20100829,11.3296216486
7.1043,0.2510599,20100830,11.3296216486
7.119798,0.2504669,20100831,12.2108144435
7.134793,0.2499692,20100901,11.7072757035
7.149766,0.2496011,20100902,11.8331603885
7.164262,0.2493418,20100903,11.9590450735
7.17417,0.2491731,20100904,11.4555063336
7.181154,0.2490795,20100905,11.8331603885
7.191902,0.2489212,20100906,11.9590450735
7.203765,0.2487151,20100907,12.5884684984
7.217431,0.2484575,20100908,11.8331603885
7.231452,0.2481788,20100909,11.4555063336
7.245355,0.2478859,20100910,11.3296216486
7.254445,0.2475843,20100911,11.2037369636
7.258646,0.2474028,20100912,11.7072757035
7.263547,0.2474162,20100913,11.3296216486
7.268913,0.2475826,20100914,11.8331603885
7.277663,0.2479259,20100915,11.5813910186
7.289415,0.2483836,20100916,11.0778522786
7.301714,0.2489295,20100917,10.5743135387
7.309029,0.2495413,20100918,10.1966594837
7.313293,0.2502219,20100919,10.5743135387
7.317226,0.2509987,20100920,11.7072757035
7.323589,0.2520334,20100921,11.2037369636
7.330589,0.2532359,20100922,11.4555063336
7.337506,0.2546609,20100923,11.4555063336
7.34455,0.2562518,20100924,10.5743135387
7.346202,0.2579612,20100925,10.3225441687
7.344945,0.2597486,20100926,10.5743135387
7.346508,0.2616613,20100927,11.3296216486
7.350357,0.2636968,20100928,12.0849297585
7.357911,0.2657841,20100929,10.7001982237
7.366842,0.2680044,20100930,10.4484288537
7.376045,0.2703103,20101001,9.9448901138
7.381795,0.2726623,20101002,9.4413513738
7.386224,0.2749803,20101003,11.8331603885
7.390461,0.2773534,20101004,12.0849297585
7.394599,0.2798124,20101005,12.0849297585
7.399822,0.2823142,20101006,12.2108144435
7.405871,0.2848271,20101007,11.5813910186
7.413643,0.2873239,20101008,10.7001982237
7.416347,0.2897826,20101009,9.9448901138
7.41351,0.2921858,20101010,10.9519675936
7.412615,0.2944648,20101011,12.0849297585
7.411734,0.296705,20101012,12.4625838135
7.408331,0.2989643,20101013,11.2037369636
7.407585,0.301168,20101014,10.8260829087
7.407955,0.3033046,20101015,10.3225441687
7.404509,0.3053655,20101016,9.6931207438
7.400397,0.3073302,20101017,10.7001982237
7.393529,0.3090886,20101018,11.3296216486
7.37863,0.3107503,20101019,10.8260829087
7.344705,0.3123342,20101020,10.4484288537
7.295928,0.3137897,20101021,10.4484288537
7.258436,0.3151267,20101022,10.0707747987
7.22602,0.3163543,20101023,8.9378126339
7.19766,0.3175399,20101024,10.3225441687
7.177136,0.3185983,20101025,10.5743135387
7.158476,0.3194818,20101026,9.8190054288
7.144494,0.3203166,20101027,10.3225441687
7.134496,0.3210782,20101028,9.4413513738
7.12964,0.3217731,20101029,9.0636973189
7.114765,0.322407,20101030,8.9378126339
7.101708,0.3229807,20101031,9.4413513738
7.09536,0.323599,20101101,10.9519675936
7.098499,0.3242384,20101102,10.8260829087
7.109941,0.3250375,20101103,10.8260829087
7.126128,0.3258226,20101104,10.1966594837
7.144532,0.3265886,20101105,9.5672360588
7.162518,0.3273314,20101106,8.6860432639
7.181324,0.3279722,20101107,9.1895820039
7.202455,0.3284794,20101108,10.5743135387
7.223783,0.3287739,20101109,10.5743135387
7.244061,0.3288933,20101110,10.0707747987
7.263149,0.3288491,20101111,9.8190054288
7.278486,0.328673,20101112,10.0707747987
7.285119,0.3283917,20101113,9.0636973189
7.287984,0.3279658,20101114,9.0636973189
7.292353,0.3273548,20101115,10.7001982237
7.297108,0.3266281,20101116,10.8260829087
7.305099,0.3258612,20101117,11.2037369636
7.313831,0.3250959,20101118,10.0707747987
7.304969,0.3243395,20101119,9.4413513738
7.29903,0.3235979,20101120,8.6860432639
7.292939,0.3228449,20101121,9.3154666888
7.29235,0.3219242,20101122,10.0707747987
7.293011,0.3208486,20101123,9.9448901138
7.296086,0.3196581,20101124,9.1895820039
7.301392,0.3183061,20101125,8.8268353458
7.309987,0.3168368,20101126,8.4640886878
7.313668,0.3152871,20101127,9.1895820039
7.315919,0.3135731,20101128,9.91507532
7.321307,0.3117004,20101129,10.3987375307
7.327666,0.3098041,20101130,10.277821978
7.336837,0.3079675,20101201,10.5196530834
7.348633,0.3063022,20101202,10.277821978
7.363441,0.3047924,20101203,10.1569064253
7.378841,0.3034236,20101204,8.8268353458
7.391031,0.3021135,20101205,10.1569064253
7.404239,0.3009003,20101206,10.640568636
7.416147,0.2997167,20101207,10.0359908726
7.42694,0.2985417,20101208,10.277821978
7.434964,0.2974126,20101209,10.640568636
7.441614,0.296332,20101210,9.5523286619
7.445315,0.2953015,20101211,9.4314131092
7.443726,0.2944322,20101212,9.4314131092
7.442485,0.2937067,20101213,10.277821978
7.441909,0.2930384,20101214,9.6732442146
7.444633,0.2923475,20101215,10.7614841887
7.447021,0.2916065,20101216,10.0359908726
7.448673,0.2908324,20101217,9.1895820039
7.443414,0.2900393,20101218,7.980426477
7.433189,0.289215,20101219,8.7059197931
7.423925,0.2883791,20101220,9.0686664512
7.41663,0.2875101,20101221,8.4640886878
7.408817,0.2866322,20101222,8.1013420297
7.403543,0.2857557,20101223,8.3431731351
7.398938,0.2848893,20101224,8.2222575824
7.384372,0.2840396,20101225,7.4967642663
7.363391,0.2832463,20101226,8.9477508985
7.343419,0.2824883,20101227,8.9477508985
7.325181,0.2818129,20101228,9.0686664512
7.307366,0.2812761,20101229,9.3104975565
7.291671,0.2808571,20101230,8.8268353458
7.277865,0.2805375,20101231,7.7385953717
7.260024,0.2803017,20110101,9.3104975565
7.240377,0.2802127,20110102,9.91507532
7.223216,0.2801948,20110103,11.2451463995
7.209532,0.2801327,20110104,11.1242308468
7.202098,0.2799255,20110105,11.7288086102
7.196973,0.2795388,20110106,11.0033152941
7.1952,0.2790107,20110107,10.7614841887
7.192671,0.2783733,20110108,9.91507532
7.18725,0.2776545,20110109,11.2451463995
7.188336,0.2769025,20110110,11.8497241629
7.194687,0.2761986,20110111,11.6078930575
7.204833,0.2757662,20110112,11.1242308468
7.215813,0.2755312,20110113,11.0033152941
7.22956,0.2754583,20110114,11.1242308468
7.235992,0.2755175,20110115,10.3987375307
7.240921,0.2756831,20110116,11.4869775048
7.247647,0.2759863,20110117,11.4869775048
7.257318,0.2764694,20110118,11.3660619521
7.260275,0.2770548,20110119,11.1242308468
7.235393,0.2778193,20110120,11.6078930575
7.196212,0.2787212,20110121,10.5196530834
7.166095,0.2797253,20110122,10.277821978
7.138615,0.2808552,20110123,11.6078930575
7.119365,0.282069,20110124,11.8497241629
7.107755,0.2833709,20110125,11.1242308468
7.102961,0.284731,20110126,11.1242308468
7.102904,0.2860654,20110127,11.2451463995
7.105908,0.2873656,20110128,10.7614841887
7.106723,0.288625,20110129,10.0359908726
7.102857,0.289918,20110130,12.0915552682
7.101225,0.2912819,20110131,11.7288086102
7.103281,0.2926795,20110201,11.4869775048
7.107974,0.2939992,20110202,11.6078930575
7.118734,0.2951912,20110203,11.2451463995
7.132513,0.2962679,20110204,10.3987375307
7.142094,0.2972404,20110205,10.1569064253
7.149719,0.298099,20110206,10.8823997414
7.160245,0.298952,20110207,11.1242308468
7.171746,0.2997928,20110208,11.4869775048
7.185687,0.3005779,20110209,12.0915552682
7.19838,0.3012239,20110210,11.2451463995
7.212148,0.3017508,20110211,11.0033152941
7.221025,0.3021759,20110212,10.3987375307
7.229336,0.3024803,20110213,10.7614841887
7.240204,0.3026986,20110214,10.640568636
7.254721,0.3028843,20110215,11.2451463995
7.269856,0.3030895,20110216,10.8823997414
7.281987,0.3033532,20110217,10.3987375307
7.271464,0.3036616,20110218,10.5196530834
7.2629,0.3040032,20110219,9.91507532
7.254515,0.3043683,20110220,10.277821978
7.25137,0.3047399,20110221,11.2451463995
7.252787,0.3051838,20110222,11.405791348
7.260972,0.3057081,20110223,12.2090160908
7.274549,0.3062653,20110224,11.2451463995
7.29055,0.3068436,20110225,10.6025666052
7.304333,0.3074332,20110226,9.6386969138
7.314554,0.3080522,20110227,10.9238565023
7.325781,0.3087033,20110228,11.2451463995
7.335919,0.3094144,20110301,11.2451463995
7.347513,0.3102231,20110302,11.5664362966
7.358675,0.3111284,20110303,12.0483711423
7.368011,0.312103,20110304,10.9238565023
7.371346,0.313124,20110305,10.1206317595
7.370207,0.3141673,20110306,10.2812767081
7.369943,0.3151724,20110307,11.2451463995
7.371292,0.3161321,20110308,12.2090160908
7.378267,0.3169857,20110309,11.8877261937
7.390661,0.3177743,20110310,11.2451463995
7.403887,0.3185025,20110311,9.7993418624
7.411036,0.3191743,20110312,9.1567620681
7.409512,0.3198737,20110313,9.959986811
7.410106,0.3205833,20110314,10.4419216566
7.410132,0.321261,20110315,10.6025666052
7.411637,0.3219771,20110316,10.9238565023
7.412586,0.3228023,20110317,10.4419216566
7.413981,0.3237076,20110318,9.6386969138
7.413606,0.3246688,20110319,9.6386969138
7.410617,0.3256959,20110320,11.8877261937
7.409628,0.326786,20110321,12.0483711423
7.413015,0.327854,20110322,11.7270812452
7.418996,0.3289471,20110323,11.5664362966
7.428003,0.3300101,20110324,11.5664362966
7.438222,0.331038,20110325,10.1206317595
7.442935,0.3320274,20110326,10.2812767081
7.446101,0.3329472,20110327,11.2451463995
7.451166,0.3337916,20110328,12.0483711423
7.457014,0.33457,20110329,11.7270812452
7.459243,0.3353494,20110330,11.8877261937
7.463025,0.3361443,20110331,10.7632115538
7.466436,0.3369439,20110401,11.7270812452
7.465402,0.3377392,20110402,9.959986811
7.464549,0.3385274,20110403,11.8877261937
7.470643,0.3393082,20110404,11.7270812452
7.480065,0.3401474,20110405,11.405791348
7.490291,0.3409933,20110406,11.5664362966
7.501758,0.3419407,20110407,11.5664362966
7.513747,0.3429607,20110408,10.7632115538
7.520038,0.3440294,20110409,9.7993418624
7.520091,0.3451386,20110410,11.7270812452
7.51997,0.3462703,20110411,11.405791348
7.520352,0.347424,20110412,12.0483711423
7.522488,0.348575,20110413,11.5664362966
7.527349,0.3496978,20110414,11.405791348
7.533392,0.3507866,20110415,11.2451463995
7.534287,0.3518369,20110416,10.2812767081
7.531681,0.3526835,20110417,11.8877261937
7.530831,0.3534325,20110418,12.2090160908
7.53272,0.3542295,20110419,11.7270812452
7.535281,0.3551068,20110420,11.2451463995
7.536846,0.356013,20110421,10.6025666052
7.535344,0.3569335,20110422,9.4780519653
7.530034,0.3578564,20110423,9.1567620681
7.522127,0.3587933,20110424,10.4419216566
7.512124,0.3597657,20110425,11.7270812452
7.50632,0.3607804,20110426,11.8877261937
7.50264,0.3619048,20110427,12.2090160908
7.501163,0.3631311,20110428,11.7270812452
7.499291,0.3644277,20110429,11.2451463995
7.494179,0.3657682,20110430,10.1206317595
7.488992,0.367164,20110501,11.5664362966
7.484465,0.3685939,20110502,12.530305988
7.480915,0.3700264,20110503,12.2090160908
7.477181,0.3712592,20110504,12.2090160908
7.478166,0.3722573,20110505,13.0122408337
7.480181,0.3730554,20110506,13.1728857822
7.479113,0.3736835,20110507,11.5664362966
7.476441,0.3740329,20110508,13.4941756794
7.474082,0.3741928,20110509,14.7793352679
7.472093,0.3741354,20110510,15.100625165
7.472554,0.3738745,20110511,16.0644948564
7.468331,0.3733894,20110512,15.2612701136
7.45602,0.3727275,20110513,12.6909509365
7.433079,0.371929,20110514,13.6548206279
7.402151,0.3710829,20110515,15.5825600107
7.368474,0.3701616,20110516,14.6186903193
7.339379,0.3692694,20110517,14.1367554736
7.318815,0.3683986,20110518,13.976110525
7.306045,0.367496,20110519,13.4941756794
7.298163,0.3665769,20110520,12.3696610394
7.291325,0.3656534,20110521,11.2451463995
7.278312,0.3646243,20110522,12.6507896994
7.264215,0.3635853,20110523,14.524980766
7.256376,0.3625452,20110524,14.524980766
7.24921,0.3615047,20110525,13.822159116
7.245373,0.3606144,20110526,13.119337466
7.246318,0.3598548,20110527,12.6507896994
7.246962,0.3592087,20110528,12.1822419327
7.247093,0.3586608,20110529,13.119337466
7.25384,0.3582602,20110530,13.3536113494
7.262946,0.3580211,20110531,13.3536113494
7.270546,0.3579116,20110601,13.3536113494
7.278545,0.3580309,20110602,14.2907068826
7.291834,0.3583344,20110603,13.5878852327
7.300225,0.3587839,20110604,12.6507896994
7.307343,0.3593583,20110605,14.2907068826
7.318195,0.3600655,20110606,13.822159116
7.328636,0.3608132,20110607,13.3536113494
7.338114,0.3615497,20110608,14.9935285326
7.3525,0.3621529,20110609,13.3536113494
7.3686,0.3626421,20110610,13.119337466
7.378414,0.363034,20110611,11.9479680494
7.382843,0.3633453,20110612,13.5878852327
7.386938,0.3636609,20110613,13.822159116
7.391998,0.3638014,20110614,14.9935285326
7.400112,0.3637519,20110615,18.5076367824
7.398489,0.3636693,20110616,18.2733628991
7.402442,0.3635606,20110617,16.8677195992
7.407792,0.3634318,20110618,14.2907068826
7.414977,0.3632839,20110619,14.9935285326
7.424567,0.363177,20110620,16.1648979492
7.43676,0.3631071,20110621,19.4447323157
7.449689,0.3629021,20110622,15.4620762993
7.462631,0.3626058,20110623,15.2278024159
7.474566,0.3622386,20110624,13.5878852327
7.479139,0.3618175,20110625,13.3536113494
7.479753,0.3614225,20110626,14.524980766
7.482872,0.3611124,20110627,14.9935285326
7.489636,0.360916,20110628,20.1475539657
7.500522,0.3608793,20110629,23.4273883322
7.51202,0.3609619,20110630,17.3362673658
7.524505,0.3611403,20110701,14.524980766
7.534885,0.3613946,20110702,12.4165158161
7.542549,0.3617077,20110703,13.3536113494
7.550842,0.3620392,20110704,14.2907068826
7.561435,0.3622844,20110705,14.2907068826
7.57366,0.362471,20110706,13.119337466
7.58645,0.36254,20110707,13.3536113494
7.596589,0.3625128,20110708,11.7136941661
7.599465,0.3624081,20110709,11.4794202828
7.597205,0.3620882,20110710,12.1822419327
7.600186,0.3615829,20110711,12.8850635827
7.605828,0.3610411,20110712,13.5878852327
7.612277,0.3604856,20110713,13.119337466
7.617912,0.3599065,20110714,12.1822419327
7.623413,0.3593138,20110715,11.9479680494
7.62149,0.3587161,20110716,11.2451463995
7.617527,0.3580395,20110717,12.1822419327
7.614837,0.3573866,20110718,12.8850635827
7.614479,0.356782,20110719,11.9479680494
7.616458,0.3563514,20110720,12.1822419327
7.619625,0.3560619,20110721,13.3536113494
7.622859,0.3558896,20110722,12.8850635827
7.618769,0.3558139,20110723,11.4794202828
7.608861,0.355811,20110724,12.8850635827
7.598668,0.3559627,20110725,12.1822419327
7.588296,0.3561536,20110726,11.9479680494
7.578771,0.3563256,20110727,11.7136941661
7.568786,0.3565397,20110728,10.5423247495
7.558731,0.3567859,20110729,11.0108725161
7.544865,0.3570555,20110730,11.0108725161
7.525869,0.3572113,20110731,11.4794202828
7.508807,0.3572944,20110801,11.4794202828
7.495623,0.3573796,20110802,11.9479680494
7.486734,0.3573517,20110803,11.4794202828
7.47982,0.3572325,20110804,11.4794202828
7.477488,0.3570406,20110805,10.7765986328
7.469618,0.3567917,20110806,10.0737769828
7.459331,0.3565576,20110807,10.7765986328
7.449761,0.3563385,20110808,11.4794202828
7.439494,0.3560993,20110809,10.0737769828
7.427506,0.3558722,20110810,11.2451463995
7.417411,0.3556635,20110811,10.3080508662
7.408863,0.3554718,20110812,10.0737769828
7.395874,0.3552959,20110813,9.8395030995
7.37967,0.3552829,20110814,11.0108725161
7.365528,0.3553805,20110815,9.8395030995
7.352481,0.3555772,20110816,10.5423247495
7.342443,0.3557714,20110817,11.4794202828
7.337241,0.356023,20110818,10.3080508662
7.336512,0.3563186,20110819,10.5101695106
7.333729,0.3566468,20110820,10.5101695106
7.327645,0.3569815,20110821,11.7228813772
7.32233,0.3573507,20110822,11.5207627328
7.31856,0.3577241,20110823,11.5207627328
7.315559,0.3580818,20110824,11.5207627328
7.316513,0.3584809,20110825,11.1165254439
7.318457,0.3589094,20110826,11.3186440883
7.312778,0.3593574,20110827,10.3080508662
7.301833,0.3598493,20110828,11.3186440883
7.292519,0.36032,20110829,12.1271186661
7.284918,0.3607486,20110830,11.3186440883
7.27808,0.3610531,20110831,11.3186440883
7.272231,0.361198,20110901,12.1271186661
7.269416,0.361212,20110902,14.3504237549
7.26262,0.3611199,20110903,11.3186440883
7.255645,0.3609428,20110904,12.1271186661
7.252471,0.3605539,20110905,12.531355955
7.254621,0.3600395,20110906,12.9355932438
7.260192,0.3593492,20110907,12.531355955
7.267441,0.3583198,20110908,12.531355955
7.275643,0.357026,20110909,12.531355955
7.279038,0.3555311,20110910,11.9250000216
7.280489,0.3538654,20110911,12.3292373105
7.286362,0.3521111,20110912,14.7546610437
7.29612,0.3503244,20110913,14.3504237549
7.311259,0.3486367,20110914,13.7440678216
7.327636,0.3469917,20110915,13.946186466
7.345688,0.345398,20110916,12.3292373105
7.360301,0.3438615,20110917,10.9144067995
7.373355,0.3422797,20110918,12.1271186661
7.388579,0.3407215,20110919,13.946186466
7.405537,0.3392178,20110920,14.3504237549
7.423781,0.3375686,20110921,13.3398305327
7.442057,0.3358714,20110922,13.7440678216
7.460823,0.3341523,20110923,13.3398305327
7.47528,0.3324327,20110924,10.9144067995
7.486145,0.3307284,20110925,12.9355932438
7.500129,0.3291199,20110926,13.7440678216
7.515913,0.3276212,20110927,13.946186466
7.531942,0.3262345,20110928,12.9355932438
7.547117,0.3248122,20110929,12.9355932438
7.540069,0.3233751,20110930,11.5207627328
7.511054,0.3219406,20111001,10.3080508662
7.486124,0.3203967,20111002,12.3292373105
7.470315,0.3187895,20111003,14.7546610437
7.465207,0.3171725,20111004,14.7546610437
7.458759,0.3156237,20111005,14.7546610437
7.433416,0.3142229,20111006,13.3398305327
7.415974,0.3129559,20111007,13.5419491771
7.397422,0.3118101,20111008,11.5207627328
7.375849,0.3107738,20111009,12.3292373105
7.353644,0.3099433,20111010,13.1377118883
7.336954,0.3093956,20111011,14.3504237549
7.32327,0.309028,20111012,11.9250000216
7.316766,0.3089049,20111013,11.9250000216
7.315122,0.3089811,20111014,11.1165254439
7.314202,0.309218,20111015,10.1059322217
7.313292,0.3095167,20111016,11.7228813772
7.314244,0.3098255,20111017,11.1165254439
7.315143,0.31018,20111018,11.5207627328
7.317803,0.3104931,20111019,13.946186466
7.323228,0.3109153,20111020,13.946186466
7.3324,0.3114218,20111021,11.3186440883
7.337926,0.3119913,20111022,9.9038135773
7.341422,0.3126488,20111023,10.9144067995
7.345009,0.3133559,20111024,11.5207627328
7.349716,0.3140433,20111025,10.9144067995
7.354544,0.3149466,20111026,10.9144067995
7.358896,0.3160099,20111027,12.3292373105
7.361466,0.3171923,20111028,10.1059322217
7.356692,0.3184593,20111029,8.8932203551
7.346942,0.3196278,20111030,10.1059322217
7.339649,0.3205085,20111031,10.712288155
7.337907,0.3212399,20111101,17.7864407103
7.343022,0.3218001,20111102,18.7970339324
7.356356,0.3222283,20111103,20.2118644435
7.372692,0.3225454,20111104,16.9779661325
7.387157,0.3227694,20111105,12.7334745994
7.399677,0.3229033,20111106,13.946186466
7.415727,0.3229927,20111107,14.3504237549
7.434643,0.3229071,20111108,13.5419491771
7.455011,0.3226835,20111109,12.9355932438
7.474828,0.3223504,20111110,12.531355955
7.492994,0.3219319,20111111,11.3186440883
7.506624,0.3214485,20111112,9.7016949329
7.51494,0.3209357,20111113,10.1059322217
7.523846,0.3203297,20111114,11.5207627328
7.532121,0.3196403,20111115,11.5207627328
7.540004,0.3189029,20111116,10.1653788819
7.548946,0.3181331,20111117,10.3348018632
7.558295,0.3173448,20111118,9.6571099378
7.561086,0.3165495,20111119,8.809995031
7.560921,0.3157593,20111120,9.8265329191
7.558297,0.3149627,20111121,9.9959559005
7.553872,0.3140549,20111122,9.4876869564
7.550898,0.3130661,20111123,8.809995031
7.547591,0.3119441,20111124,8.6405720496
7.543472,0.3107254,20111125,7.9628801241
7.532614,0.3094406,20111126,7.9628801241
7.516004,0.3081829,20111127,8.6405720496
7.500434,0.3069663,20111128,9.6571099378
7.488129,0.3058774,20111129,9.318263975
7.475879,0.3049281,20111130,9.8265329191
7.464416,0.3040261,20111201,9.6571099378
7.453518,0.3031714,20111202,10.1653788819
7.438302,0.3023637,20111203,7.7934571428
7.418986,0.3016593,20111204,8.9794180123
7.401543,0.3009967,20111205,9.6571099378
7.386274,0.3003663,20111206,10.1653788819
7.374404,0.2997217,20111207,10.5042248446
7.36062,0.2991053,20111208,9.9959559005
7.344082,0.2985176,20111209,9.1488409937
7.322569,0.2979593,20111210,8.3017260869
7.296718,0.2972946,20111211,8.9794180123
7.273893,0.296479,20111212,9.6571099378
7.254221,0.2954557,20111213,10.1653788819
7.232934,0.2943058,20111214,9.318263975
7.212329,0.2930743,20111215,10.3348018632
7.194984,0.2917888,20111216,8.3017260869
7.174395,0.2904725,20111217,7.9628801241
7.150789,0.2891384,20111218,7.9628801241
7.128913,0.2878482,20111219,8.809995031
7.10947,0.2865791,20111220,8.809995031
7.09356,0.2853435,20111221,7.9628801241
7.077353,0.2841436,20111222,8.809995031
7.061033,0.2829846,20111223,7.45461118
7.041517,0.2818704,20111224,6.9463422359
7.016541,0.2808035,20111225,6.9463422359
6.987924,0.2798117,20111226,7.2851881987
6.963523,0.2787767,20111227,7.45461118
6.946806,0.2777373,20111228,8.9794180123
6.933315,0.2767209,20111229,8.809995031
6.920865,0.2757332,20111230,8.1323031055
6.907011,0.2747787,20111231,6.9463422359
6.88916,0.2738606,20120101,8.6405720496
6.871657,0.2730488,20120102,9.1488409937
6.857588,0.2722304,20120103,9.4876869564
6.847656,0.2713006,20120104,10.8430708073
6.842531,0.2702426,20120105,10.673647826
6.842912,0.2690915,20120106,9.9959559005
6.840244,0.2678764,20120107,9.318263975
6.834343,0.2666391,20120108,10.673647826
6.83222,0.2654249,20120109,10.673647826
6.835276,0.2641663,20120110,11.0124937887
6.845459,0.2629878,20120111,11.1819167701
6.860529,0.2617794,20120112,10.5042248446
6.878644,0.2605587,20120113,9.9959559005
6.896542,0.2593404,20120114,9.1488409937
6.915789,0.2581362,20120115,11.0124937887
6.939834,0.257001,20120116,10.673647826
6.969407,0.2559995,20120117,10.8430708073
7.000854,0.2552035,20120118,11.3513397514
7.030571,0.2545902,20120119,11.0124937887
7.057163,0.2541311,20120120,9.9959559005
7.07585,0.2538014,20120121,9.4876869564
7.076213,0.253647,20120122,10.673647826
7.068511,0.2536121,20120123,10.8430708073
7.067597,0.2536544,20120124,11.3513397514
7.083017,0.2538921,20120125,10.673647826
7.103654,0.2543159,20120126,11.5207627328
7.127011,0.2548863,20120127,10.3348018632
7.146782,0.2555697,20120128,10.1653788819
7.164032,0.2562853,20120129,11.3513397514
7.184008,0.2569665,20120130,12.1984546582
7.20695,0.257709,20120131,11.0124937887
7.229802,0.2584846,20120201,10.673647826
7.252147,0.2592328,20120202,10.5042248446
7.256014,0.2599514,20120203,10.673647826
7.258871,0.2606389,20120204,10.3348018632
7.261985,0.2613124,20120205,12.1984546582
7.2706,0.2620544,20120206,12.8761465837
7.28615,0.2628514,20120207,13.3844155278
7.30457,0.2637179,20120208,13.3844155278
7.327185,0.264549,20120209,12.537300621
7.353675,0.2653432,20120210,13.3844155278
7.375304,0.2660996,20120211,12.537300621
7.394785,0.2668359,20120212,16.9422981364
7.416505,0.2675015,20120213,19.7003466703
7.439803,0.268056,20120214,14.578256536
7.465892,0.2685325,20120215,14.3812530693
7.496272,0.2689707,20120216,14.1842496026
7.527082,0.2693736,20120217,12.4112184023
7.55065,0.2697438,20120218,10.8351906687
7.57189,0.2700838,20120219,13.1992322691
7.596047,0.2704763,20120220,14.7752600027
7.621562,0.2709043,20120221,15.9572808029
7.645709,0.2713998,20120222,13.3962357358
7.666414,0.2720607,20120223,12.0172114689
7.683805,0.2728491,20120224,11.0321941354
7.694826,0.2737327,20120225,9.0621594683
7.701147,0.2746453,20120226,10.4411837352
7.707678,0.2756035,20120227,11.8202080022
7.715344,0.2765197,20120228,12.2142149356
7.724051,0.2773633,20120229,11.4262010688
7.734054,0.2780509,20120301,12.2142149356
7.743382,0.2786052,20120302,10.4411837352
7.745839,0.2790459,20120303,8.8651560016
7.74282,0.2794085,20120304,10.4411837352
7.739045,0.279619,20120305,12.2142149356
7.735235,0.2797309,20120306,11.2291976021
7.730881,0.2798429,20120307,12.2142149356
7.727452,0.2798416,20120308,12.8052253357
7.728202,0.2797485,20120309,12.8052253357
7.724838,0.279582,20120310,10.8351906687
7.716605,0.2793828,20120311,11.2291976021
7.710451,0.2791348,20120312,12.4112184023
7.705566,0.2787854,20120313,11.8202080022
7.700558,0.2783918,20120314,11.6232045355
7.696522,0.2780435,20120315,10.638187202
7.692027,0.2777352,20120316,9.8501733351
7.681828,0.2774625,20120317,9.0621594683
7.668387,0.2772751,20120318,10.2441802685
7.654866,0.2771434,20120319,11.0321941354
7.642191,0.2770341,20120320,10.638187202
7.631437,0.276947,20120321,10.638187202
7.62275,0.2769309,20120322,10.638187202
7.616078,0.2769725,20120323,10.2441802685
7.606962,0.2770604,20120324,9.0621594683
7.596826,0.2772338,20120325,10.8351906687
7.589267,0.2774808,20120326,10.638187202
7.582318,0.2777578,20120327,11.0321941354
7.577869,0.27803,20120328,10.8351906687
