S_Log_All_Crisis_Yes,S_Log_Exchange,Date,greece
6.187026,0.3675259,20080925,13.7394500819
6.185082,0.3677537,20080926,11.8963531197
6.175175,0.3680423,20080927,10.8910275039
6.160493,0.3682288,20080928,12.063907389
6.152662,0.36812,20080929,12.7341244661
6.151538,0.3677568,20080930,11.8963531197
6.156266,0.3670449,20081001,12.3990159275
6.163666,0.3660302,20081002,12.3990159275
6.174918,0.3647805,20081003,11.0585817732
6.182899,0.3633528,20081004,9.5505933496
6.190723,0.3615698,20081005,12.063907389
6.202953,0.3596207,20081006,12.063907389
6.213965,0.3575792,20081007,12.7341244661
6.227592,0.3554584,20081008,11.5612445811
6.242062,0.3531656,20081009,12.2314616582
6.260083,0.3507562,20081010,10.7234732346
6.274365,0.3482766,20081011,9.7181476189
6.284969,0.3457649,20081012,11.2261360425
6.301873,0.3433902,20081013,11.7287988504
6.319467,0.3410833,20081014,11.7287988504
6.336133,0.3387426,20081015,11.3936903118
6.353677,0.336432,20081016,11.0585817732
6.36687,0.3341689,20081017,9.3830390803
6.372029,0.3319671,20081018,9.0479305417
6.367978,0.3297262,20081019,11.5612445811
6.361655,0.3273156,20081020,12.063907389
6.354401,0.3245857,20081021,12.2314616582
6.348368,0.3216581,20081022,11.3936903118
6.345886,0.3184121,20081023,10.7234732346
6.345279,0.3149408,20081024,10.5559189653
6.339264,0.3113216,20081025,9.3830390803
6.331161,0.307465,20081026,9.7181476189
6.326359,0.3034787,20081027,9.8857018882
6.325875,0.2997234,20081028,10.8910275039
6.330392,0.296192,20081029,9.0479305417
6.33867,0.2927456,20081030,10.5559189653
6.347641,0.2894025,20081031,9.215484811
6.347416,0.2861766,20081101,8.5452677338
6.343921,0.283107,20081102,10.0532561575
6.34242,0.2804293,20081103,10.388364696
6.346207,0.2781096,20081104,9.7181476189
6.351121,0.2758838,20081105,9.5505933496
6.359802,0.2737727,20081106,11.0585817732
6.369879,0.2717755,20081107,9.7181476189
6.374182,0.2698907,20081108,8.3777134646
6.379897,0.2681024,20081109,10.0532561575
6.389552,0.2664101,20081110,10.388364696
6.402454,0.2646531,20081111,10.7234732346
6.415713,0.2628355,20081112,10.5559189653
6.428682,0.2611495,20081113,10.8910275039
6.441403,0.2595868,20081114,10.0532561575
6.447742,0.2581398,20081115,8.7128220031
6.44829,0.2567969,20081116,9.5505933496
6.45612,0.2555235,20081117,10.388364696
6.468658,0.2542439,20081118,10.5559189653
6.483285,0.2529165,20081119,11.0585817732
6.492038,0.2515682,20081120,10.5559189653
6.484447,0.2502167,20081121,9.3830390803
6.45083,0.248876,20081122,8.3777134646
6.426845,0.24784,20081123,9.7181476189
6.410519,0.2471691,20081124,10.7234732346
6.400197,0.2466444,20081125,10.0532561575
6.397246,0.2462434,20081126,8.8803762724
6.400119,0.2458416,20081127,8.8803762724
6.406177,0.2454432,20081128,8.5452677338
6.40706,0.2450515,20081129,9.0479305417
6.401605,0.2446218,20081130,10.0532561575
6.397402,0.2442365,20081201,9.7181476189
6.39355,0.2438478,20081202,10.8910275039
6.394597,0.2435943,20081203,10.7234732346
6.399632,0.2433069,20081204,11.5612445811
6.405154,0.2429949,20081205,10.8910275039
6.404977,0.2426661,20081206,7.7074963874
6.406659,0.2425521,20081207,12.2314616582
6.417651,0.2426093,20081208,16.7554269291
6.436099,0.2428716,20081209,15.9176555826
6.457998,0.2435026,20081210,15.0798842362
6.483168,0.2444673,20081211,13.236787274
6.510089,0.2456925,20081212,11.8963531197
6.53219,0.2471166,20081213,10.6217438568
6.548278,0.2489208,20081214,10.9049903597
6.562068,0.251121,20081215,10.0552508511
6.575198,0.2540092,20081216,10.338497354
6.585124,0.2573839,20081217,10.0552508511
6.597488,0.2608186,20081218,10.9049903597
6.606866,0.2642676,20081219,9.6303810969
6.610639,0.2676936,20081220,7.9309020798
6.60903,0.2711221,20081221,8.7806415883
6.605302,0.2745284,20081222,9.2055113426
6.601596,0.2778812,20081223,7.7892788284
6.590323,0.2811571,20081224,8.2141485826
6.567812,0.2844079,20081225,8.2141485826
6.538913,0.2876059,20081226,8.4973950855
6.506848,0.2907292,20081227,9.0638880912
6.479975,0.2938808,20081228,9.7720043483
6.464449,0.29692,20081229,8.4973950855
6.457332,0.2997193,20081230,8.7806415883
6.455579,0.3022963,20081231,10.1968741026
6.453836,0.3046867,20090101,10.1968741026
6.455502,0.3069021,20090102,9.9136275997
6.457111,0.3089537,20090103,10.9049903597
6.463208,0.3105831,20090104,13.0293391311
6.476498,0.3117573,20090105,11.0466136111
6.492664,0.3127521,20090106,11.329860114
6.507998,0.3135887,20090107,13.3125856339
6.521816,0.3141278,20090108,12.3212228739
6.541359,0.3144205,20090109,12.6044693768
6.558966,0.3145107,20090110,10.9049903597
6.57617,0.3143258,20090111,13.3125856339
6.597363,0.3138075,20090112,13.3125856339
6.623778,0.3130063,20090113,11.7547298682
6.648223,0.3119228,20090114,12.3212228739
6.676629,0.3107356,20090115,12.3212228739
6.706306,0.3094763,20090116,11.7547298682
6.733128,0.308171,20090117,9.0638880912
6.763581,0.3068416,20090118,12.3212228739
6.794552,0.3052784,20090119,12.3212228739
6.826457,0.3034826,20090120,11.6131066168
6.856122,0.3015821,20090121,12.3212228739
6.884396,0.2995337,20090122,12.0379763711
6.910124,0.297386,20090123,11.329860114
6.929479,0.2951792,20090124,11.7547298682
6.943974,0.2931578,20090125,13.0293391311
6.959353,0.2913341,20090126,12.0379763711
6.97592,0.2897531,20090127,12.6044693768
6.992857,0.2881894,20090128,11.6131066168
7.008577,0.2865127,20090129,11.329860114
7.0241,0.2847611,20090130,12.3212228739
7.036197,0.2829664,20090131,12.0379763711
7.046272,0.2811579,20090201,11.8963531197
7.057135,0.2795128,20090202,10.9049903597
7.069455,0.2778981,20090203,10.9049903597
7.082263,0.2763095,20090204,12.0379763711
7.09306,0.2747859,20090205,11.0466136111
7.103374,0.2733302,20090206,10.9049903597
7.110515,0.271944,20090207,9.7720043483
7.114291,0.2707745,20090208,11.4714833654
7.121184,0.2697169,20090209,12.0379763711
7.130599,0.268704,20090210,11.6131066168
7.139211,0.2676824,20090211,11.8963531197
7.147393,0.2667081,20090212,11.8963531197
7.154116,0.2657821,20090213,10.0552508511
7.157247,0.2649042,20090214,9.6303810969
7.156594,0.2640743,20090215,12.0379763711
7.157048,0.2630494,20090216,11.0466136111
7.157654,0.2618577,20090217,12.0379763711
7.160239,0.2606443,20090218,12.3212228739
7.16247,0.2594372,20090219,11.4714833654
7.165452,0.2582475,20090220,11.8963531197
7.164193,0.2570836,20090221,10.6217438568
7.154241,0.2559971,20090222,13.5958321368
7.14857,0.2549803,20090223,12.8877158796
7.133825,0.2540214,20090224,13.0293391311
7.123364,0.2531449,20090225,12.3212228739
7.115586,0.2522638,20090226,12.0379763711
7.111276,0.2513875,20090227,11.1882368625
7.100075,0.2505241,20090228,9.9136275997
7.088969,0.2496148,20090301,10.4801206054
7.082394,0.2486526,20090302,10.6217438568
7.066332,0.2477034,20090303,14.1623251425
7.054039,0.2467408,20090304,12.4628461254
7.043851,0.2458634,20090305,12.6044693768
7.029162,0.2450637,20090306,11.4714833654
7.005232,0.244335,20090307,9.6303810969
6.974405,0.243641,20090308,12.4628461254
6.951299,0.2430736,20090309,12.4628461254
6.934347,0.2426314,20090310,13.5958321368
6.915554,0.2423148,20090311,12.4628461254
6.903409,0.2421746,20090312,11.631989717
6.897121,0.2421788,20090313,11.133475872
6.890223,0.2422998,20090314,10.4687907453
6.882555,0.2425962,20090315,12.130503562
6.877843,0.2430124,20090316,13.127531252
6.877216,0.2436273,20090317,11.9643322803
6.877549,0.244859,20090318,12.4628461254
6.879733,0.246458,20090319,11.133475872
6.883828,0.2483384,20090320,10.634962027
6.884127,0.2504279,20090321,11.133475872
6.88066,0.2526682,20090322,12.2966748437
6.880258,0.254975,20090323,13.7922163787
6.880445,0.2573236,20090324,13.127531252
6.879925,0.2596981,20090325,12.2966748437
6.880553,0.2618808,20090326,13.127531252
6.883644,0.2638862,20090327,10.9673045903
6.886877,0.2657281,20090328,12.629017407
6.887708,0.2672981,20090329,13.6260450971
6.891493,0.2687192,20090330,12.7951886887
6.897833,0.2699768,20090331,12.9613599704
6.904308,0.2712656,20090401,12.9613599704
6.910458,0.2725586,20090402,12.2966748437
6.916237,0.273842,20090403,11.631989717
6.921723,0.2751049,20090404,11.631989717
6.924839,0.2762758,20090405,12.629017407
6.932925,0.2772998,20090406,11.9643322803
6.942356,0.2781989,20090407,12.7951886887
6.951472,0.2788829,20090408,13.127531252
6.959747,0.2793811,20090409,12.2966748437
6.967422,0.2797238,20090410,11.631989717
6.970545,0.2799373,20090411,11.631989717
6.969477,0.2802031,20090412,11.7981609987
6.968308,0.2804509,20090413,13.127531252
6.961327,0.2806097,20090414,13.6260450971
6.959369,0.2807063,20090415,12.7951886887
6.961228,0.2806242,20090416,11.2996471537
6.962885,0.2803982,20090417,10.8011333086
6.963215,0.2800578,20090418,9.1394204919
6.967845,0.2795303,20090419,10.8011333086
6.97611,0.2789143,20090420,11.7981609987
6.985299,0.2782592,20090421,13.6260450971
6.997383,0.2776064,20090422,13.7922163787
6.999364,0.2771361,20090423,13.9583876604
7.002513,0.2768182,20090424,12.7951886887
7.003477,0.2766271,20090425,11.631989717
7.004225,0.2764336,20090426,12.629017407
7.011147,0.2761831,20090427,13.9583876604
7.021305,0.2760882,20090428,14.2907302237
7.033271,0.27606,20090429,13.2937025337
7.044893,0.2761035,20090430,13.4598738154
7.053384,0.2762047,20090501,13.6260450971
7.058564,0.2763515,20090502,10.4687907453
7.060493,0.2766075,20090503,13.2937025337
7.064662,0.2769567,20090504,13.2937025337
7.070924,0.2773317,20090505,14.4569015054
7.077585,0.2777969,20090506,14.7892440688
7.085189,0.2783924,20090507,13.4598738154
7.091845,0.2790874,20090508,12.9613599704
7.094353,0.2798561,20090509,11.7981609987
7.092098,0.2807698,20090510,13.9583876604
7.090563,0.2818048,20090511,16.1186143221
7.089699,0.2829089,20090512,15.6201004771
7.091562,0.2840548,20090513,15.2877579138
7.095381,0.2851723,20090514,15.2877579138
7.10087,0.2862557,20090515,14.4569015054
7.102713,0.2873006,20090516,13.9583876604
7.101368,0.2882772,20090517,16.6171281671
7.100935,0.2892662,20090518,14.9554153504
7.103458,0.29037,20090519,15.4539291954
7.10686,0.2915842,20090520,14.9554153504
7.112096,0.2930202,20090521,14.7892440688
7.117822,0.2946213,20090522,13.7922163787
7.12033,0.2963404,20090523,12.4628461254
7.118899,0.2981377,20090524,13.2937025337
7.118207,0.2999712,20090525,15.2877579138
7.119285,0.3017668,20090526,15.1215866321
7.119184,0.3035312,20090527,15.4539291954
7.11901,0.3053793,20090528,14.4569015054
7.119115,0.3072768,20090529,12.9613599704
7.116885,0.3091953,20090530,12.2966748437
7.110084,0.3111583,20090531,14.6230727871
7.10242,0.3131925,20090601,15.4539291954
7.096131,0.3152106,20090602,15.1215866321
7.089042,0.3171906,20090603,14.9554153504
7.082313,0.31898,20090604,13.9583876604
7.078763,0.3205973,20090605,12.7951886887
7.071125,0.3220588,20090606,12.130503562
7.06028,0.3233036,20090607,13.6260450971
7.052785,0.3244536,20090608,13.6260450971
7.04847,0.3254931,20090609,14.7308595644
7.048423,0.3265111,20090610,14.9149953089
7.050659,0.3274638,20090611,13.8101808416
7.055261,0.3283542,20090612,13.8101808416
7.059126,0.329185,20090613,12.5212306297
7.059899,0.3297754,20090614,14.3625880753
7.060101,0.3302331,20090615,14.9149953089
7.06463,0.3305584,20090616,14.5467238198
7.072434,0.3308654,20090617,14.9149953089
7.082479,0.3311687,20090618,14.1784523307
7.093754,0.331466,20090619,12.7053663743
7.103456,0.3317554,20090620,13.0736378634
7.111081,0.3319263,20090621,14.3625880753
7.121845,0.3321353,20090622,14.3625880753
7.136078,0.3323586,20090623,13.9943165862
7.150794,0.332547,20090624,14.3625880753
7.167587,0.3327788,20090625,12.8895021188
7.179822,0.3330433,20090626,12.1529591406
7.181702,0.3333319,20090627,12.5212306297
7.17636,0.3336383,20090628,14.3625880753
7.167227,0.3339292,20090629,13.2577736079
7.157874,0.3343222,20090630,12.8895021188
7.147513,0.3346748,20090701,13.0736378634
7.135835,0.334972,20090702,12.1529591406
7.118716,0.3352214,20090703,12.3370948852
7.093064,0.3354294,20090704,11.4164161624
7.063951,0.3355639,20090705,12.8895021188
7.036885,0.3356569,20090706,13.8101808416
7.01454,0.3356342,20090707,12.8895021188
6.998781,0.3356427,20090708,12.7053663743
6.98652,0.3356048,20090709,12.7053663743
6.976818,0.3355299,20090710,13.0736378634
6.962254,0.3354256,20090711,12.3370948852
6.945018,0.3353323,20090712,13.9943165862
6.929349,0.3352473,20090713,14.3625880753
6.915377,0.3352733,20090714,13.9943165862
6.900287,0.3353882,20090715,13.8101808416
6.88179,0.3355774,20090716,13.2577736079
6.861858,0.3358249,20090717,12.5212306297
6.836627,0.3361173,20090718,12.1529591406
6.804591,0.3365072,20090719,13.9943165862
6.776221,0.3369617,20090720,13.6260450971
6.751504,0.3374809,20090721,14.1784523307
6.729131,0.3380796,20090722,13.2577736079
6.707753,0.3386995,20090723,13.0736378634
6.69549,0.3393303,20090724,12.1529591406
6.683539,0.3399636,20090725,11.4164161624
6.674129,0.3405921,20090726,14.5467238198
6.671657,0.3412123,20090727,13.6260450971
6.675135,0.3416908,20090728,13.2577736079
6.686105,0.3420732,20090729,13.0736378634
6.703019,0.3425243,20090730,13.0736378634
6.724207,0.3430265,20090731,11.7846876515
6.741354,0.3435651,20090801,11.600551907
6.754959,0.3442232,20090802,12.8895021188
6.767406,0.3449605,20090803,13.4419093525
6.779188,0.3457482,20090804,11.9688233961
6.791483,0.3465454,20090805,13.2577736079
6.806013,0.3472181,20090806,11.7846876515
6.822807,0.3477833,20090807,11.7846876515
6.835421,0.3482557,20090808,11.4164161624
6.848689,0.3486222,20090809,11.9688233961
6.865513,0.3488977,20090810,12.1529591406
6.88309,0.349149,20090811,12.1529591406
6.898044,0.349426,20090812,12.3370948852
6.911032,0.3496739,20090813,11.4164161624
6.923175,0.3498958,20090814,10.8640089287
6.930637,0.3500944,20090815,11.2322804178
6.932037,0.3501817,20090816,11.600551907
6.930444,0.3501687,20090817,12.1529591406
6.92751,0.3502067,20090818,11.9688233961
6.926909,0.3502666,20090819,11.7846876515
6.927645,0.3503926,20090820,12.1529591406
6.929681,0.3505711,20090821,10.4957374396
6.927991,0.3507901,20090822,11.9688233961
6.926166,0.3510504,20090823,18.4135744555
6.92695,0.3513623,20090824,16.3880812654
6.929655,0.351629,20090825,13.0736378634
6.932058,0.351886,20090826,12.8895021188
6.928228,0.3521924,20090827,12.3370948852
6.928616,0.3525359,20090828,11.600551907
6.925791,0.3529061,20090829,11.9688233961
6.921141,0.3532912,20090830,12.1529591406
6.918638,0.3536015,20090831,13.0736378634
6.920496,0.3538557,20090901,12.7053663743
6.925645,0.3540844,20090902,12.7053663743
6.935147,0.3542902,20090903,12.5212306297
6.946651,0.3544753,20090904,11.7846876515
6.955223,0.3546418,20090905,11.600551907
6.960032,0.3547916,20090906,13.5339772248
6.965042,0.3550786,20090907,14.4263273715
6.971712,0.3555261,20090908,14.5750523959
6.984589,0.3560958,20090909,13.6827022492
6.999755,0.3567711,20090910,13.6827022492
7.017539,0.3575251,20090911,12.939077127
7.029714,0.3583353,20090912,11.600551907
7.036824,0.3592016,20090913,14.277602347
7.045943,0.3601072,20090914,13.6827022492
7.054814,0.361091,20090915,13.8314272737
7.066627,0.3621533,20090916,13.3852522003
7.081067,0.3632476,20090917,12.7903521025
7.097306,0.3643568,20090918,12.939077127
7.109398,0.3654671,20090919,12.6416270781
7.115977,0.3665589,20090920,13.3852522003
7.122857,0.3676948,20090921,13.9801522981
7.130909,0.3688258,20090922,13.0878021514
7.140773,0.3699036,20090923,13.2365271759
7.152294,0.3709179,20090924,12.1954520047
7.164463,0.3718707,20090925,11.8980019559
7.170821,0.3727641,20090926,11.0056518092
7.173005,0.3735787,20090927,12.6416270781
7.175479,0.3742549,20090928,12.3441770292
7.179162,0.3748649,20090929,12.3441770292
7.182817,0.375348,20090930,12.7903521025
7.184469,0.3757634,20091001,12.3441770292
7.186994,0.3761198,20091002,11.8980019559
7.186979,0.3764247,20091003,11.1543768336
7.186533,0.376724,20091004,12.6416270781
7.187372,0.3770817,20091005,13.0878021514
7.188755,0.3774362,20091006,12.7903521025
7.192036,0.3778538,20091007,11.3031018581
7.196811,0.3782764,20091008,12.0467269803
7.203234,0.3786988,20091009,11.0056518092
7.205361,0.3791167,20091010,11.8980019559
7.20292,0.3795269,20091011,11.7492769314
7.200948,0.3800106,20091012,13.2365271759
7.202916,0.3805894,20091013,12.3441770292
7.206548,0.3812703,20091014,13.0878021514
7.213077,0.3819894,20091015,12.1954520047
7.207238,0.3827324,20091016,11.7492769314
7.198074,0.3834873,20091017,10.5594767358
7.18548,0.3842832,20091018,11.0056518092
7.178851,0.385076,20091019,12.4929020536
7.176469,0.3859282,20091020,13.3852522003
7.175437,0.3868158,20091021,12.4929020536
7.176293,0.3877406,20091022,12.1954520047
7.17725,0.3886862,20091023,11.3031018581
7.172481,0.3896393,20091024,9.964576638
7.16312,0.3905301,20091025,12.7903521025
7.155319,0.391281,20091026,11.4518268825
7.151054,0.3918718,20091027,11.8980019559
7.148917,0.3923648,20091028,11.0056518092
7.148688,0.3927305,20091029,11.600551907
7.150006,0.3929894,20091030,11.1543768336
7.14846,0.3931592,20091031,11.0056518092
7.142913,0.3933044,20091101,11.0056518092
7.137766,0.3933131,20091102,11.600551907
7.138333,0.3933316,20091103,12.0467269803
7.145191,0.3933722,20091104,11.8980019559
7.156382,0.3934154,20091105,11.600551907
7.167853,0.3934602,20091106,11.600551907
7.173116,0.3935061,20091107,10.5594767358
7.174317,0.393662,20091108,11.1543768336
7.175279,0.3938797,20091109,12.1954520047
7.177215,0.3941452,20091110,12.1954520047
7.181199,0.3943831,20091111,11.3031018581
7.1728,0.3946103,20091112,11.7492769314
7.148205,0.3948265,20091113,11.8980019559
7.108786,0.3950318,20091114,12.4929020536
7.059659,0.3952871,20091115,11.600551907
7.006604,0.3954816,20091116,12.6416270781
6.96944,0.3957324,20091117,13.2365271759
6.945841,0.3959693,20091118,14.8725024448
6.920671,0.3961691,20091119,12.939077127
6.894878,0.3963369,20091120,10.7082017603
6.875442,0.396477,20091121,10.5594767358
6.86023,0.396659,20091122,10.8569267847
6.853164,0.3968524,20091123,11.600551907
6.852983,0.3971517,20091124,11.8980019559
6.859144,0.3975338,20091125,10.5594767358
6.868459,0.3978979,20091126,9.964576638
6.879876,0.3982438,20091127,9.6671265891
6.889432,0.3985715,20091128,9.964576638
6.897377,0.3989018,20091129,10.7082017603
6.910781,0.3993015,20091130,11.600551907
6.931593,0.3997261,20091201,11.4518268825
6.955927,0.4001813,20091202,12.0467269803
6.981674,0.4005259,20091203,11.4518268825
7.009656,0.4007775,20091204,10.9232810264
7.036323,0.4009511,20091205,11.9803727386
7.059951,0.4010162,20091206,10.5709171223
7.083474,0.4009392,20091207,11.2756449305
7.105644,0.4007371,20091208,12.8612824988
7.126266,0.4004295,20091209,12.3327366427
7.14649,0.3999611,20091210,11.4518268825
7.166311,0.3993672,20091211,11.4518268825
7.17876,0.3986774,20091212,9.161461506
7.186669,0.3979471,20091213,11.0994629784
7.193723,0.3971014,20091214,11.8041907866
7.200395,0.3962139,20091215,12.6851005468
7.205784,0.3951215,20091216,11.0994629784
7.214773,0.393849,20091217,10.9232810264
7.225564,0.3924432,20091218,10.3947351703
7.228223,0.3909434,20091219,9.6900073621
7.223957,0.3894093,20091220,10.0423712662
7.217349,0.3878093,20091221,10.0423712662
7.21093,0.3862406,20091222,10.0423712662
7.202016,0.3847311,20091223,9.6900073621
7.188344,0.3832845,20091224,7.9281878417
7.171164,0.3819034,20091225,8.2805517458
7.149236,0.3805892,20091226,8.985279554
7.122634,0.3793597,20091227,11.0994629784
7.099937,0.378186,20091228,10.0423712662
7.081328,0.3770413,20091229,10.0423712662
7.064388,0.3759429,20091230,9.8661893142
7.045433,0.3748928,20091231,9.8661893142
7.021969,0.3738924,20100101,10.9232810264
6.994292,0.3729423,20100102,10.0423712662
6.966499,0.3721028,20100103,12.8612824988
6.944866,0.3713497,20100104,13.2136464029
6.929235,0.3706754,20100105,11.9803727386
6.918057,0.3700089,20100106,11.0994629784
6.910673,0.3693855,20100107,12.5089185947
6.909275,0.3688033,20100108,12.1565546907
6.905578,0.3682601,20100109,12.5089185947
6.898924,0.367878,20100110,13.3898283549
6.898582,0.3676212,20100111,13.918374211
6.904788,0.3674471,20100112,14.4469200672
6.917729,0.3673321,20100113,13.3898283549
6.93353,0.3671953,20100114,13.918374211
6.951763,0.3670423,20100115,13.0374644509
6.965961,0.3668777,20100116,12.1565546907
6.977406,0.3667054,20100117,13.742192259
6.992708,0.3664538,20100118,13.918374211
7.012166,0.3660171,20100119,14.0945561631
7.033007,0.3654433,20100120,13.0374644509
7.0541,0.3647983,20100121,13.3898283549
7.075191,0.3641019,20100122,13.566010307
7.090193,0.363371,20100123,13.0374644509
7.099298,0.3626137,20100124,14.7992839712
7.110574,0.3617838,20100125,13.3898283549
7.12282,0.3608962,20100126,13.918374211
7.136681,0.359928,20100127,13.3898283549
7.151272,0.358816,20100128,13.3898283549
7.165861,0.3575985,20100129,13.566010307
7.174813,0.3563077,20100130,12.8612824988
7.179911,0.3549951,20100131,14.4469200672
7.189289,0.3537144,20100201,14.2707381151
7.20263,0.352438,20100202,14.9754659233
7.217435,0.3510708,20100203,13.918374211
7.232449,0.3495333,20100204,13.742192259
7.247247,0.3478734,20100205,14.7992839712
7.256846,0.3461309,20100206,12.5089185947
7.260533,0.3444055,20100207,13.3898283549
7.263926,0.3427811,20100208,14.7992839712
7.270545,0.3412017,20100209,16.9134673957
7.280716,0.3396146,20100210,15.6801937314
7.294064,0.338026,20100211,16.7372854437
7.307817,0.3364523,20100212,16.3849215396
7.313142,0.3349063,20100213,14.9754659233
7.313686,0.3333981,20100214,14.6231020192
7.316829,0.3320213,20100215,14.0945561631
7.32303,0.3306775,20100216,17.6181952039
7.331401,0.3293299,20100217,15.1516478753
7.339139,0.3279743,20100218,14.7992839712
7.34437,0.3266256,20100219,13.742192259
7.343266,0.325296,20100220,13.2136464029
7.341396,0.3240336,20100221,15.1516478753
7.342461,0.3227991,20100222,16.0325576355
7.346687,0.3216284,20100223,15.1516478753
7.352742,0.3204471,20100224,15.8563756835
7.351321,0.3194046,20100225,16.0325576355
7.339001,0.3184851,20100226,13.742192259
7.324404,0.3176742,20100227,12.6851005468
7.308584,0.3168536,20100228,13.3898283549
7.279654,0.3160687,20100301,16.9134673957
7.250793,0.3154429,20100302,15.1516478753
7.217428,0.3148351,20100303,15.4546808328
7.182147,0.3142752,20100304,15.1516478753
7.148841,0.3137596,20100305,14.5455819603
7.106864,0.3132851,20100306,13.0304171728
7.064371,0.3128524,20100307,14.5455819603
7.017299,0.3124378,20100308,15.4546808328
6.973859,0.3120951,20100309,14.8486149178
6.934066,0.3118256,20100310,13.9395160453
6.895109,0.3116758,20100311,15.1516478753
6.848401,0.3116245,20100312,14.2425490028
6.79689,0.3116533,20100313,13.0304171728
6.729824,0.3116732,20100314,14.5455819603
6.670328,0.3117629,20100315,14.5455819603
6.621936,0.3118944,20100316,14.2425490028
6.579058,0.3119591,20100317,13.3334501303
6.542768,0.3119152,20100318,13.9395160453
6.511747,0.3117836,20100319,12.4243512578
6.473597,0.3115825,20100320,11.2122194277
6.436482,0.3113278,20100321,13.6364830878
6.398923,0.3110351,20100322,14.8486149178
6.366777,0.3105747,20100323,14.2425490028
6.338383,0.3099809,20100324,14.5455819603
6.314046,0.3093253,20100325,13.9395160453
6.300739,0.3086262,20100326,12.7273842153
6.282636,0.3078989,20100327,11.8182853427
6.256145,0.3072059,20100328,13.6364830878
6.229651,0.3065059,20100329,14.2425490028
6.209474,0.3058941,20100330,13.6364830878
6.187166,0.3053916,20100331,11.5152523852
6.170141,0.3049221,20100401,11.8182853427
6.153027,0.304484,20100402,11.2122194277
6.140587,0.3040757,20100403,9.6970546402
6.114954,0.303695,20100404,11.2122194277
6.087806,0.3032598,20100405,12.4243512578
6.063316,0.3027746,20100406,13.3334501303
6.045111,0.3022506,20100407,14.5455819603
6.036048,0.3017809,20100408,15.1516478753
6.02811,0.30136,20100409,14.5455819603
6.019835,0.3009828,20100410,12.1213183003
6.010299,0.3007327,20100411,15.4546808328
6.003407,0.3005918,20100412,14.8486149178
6.001106,0.300595,20100413,14.2425490028
6.000737,0.3006222,20100414,14.8486149178
6.008355,0.3006295,20100415,13.9395160453
6.014077,0.3006205,20100416,13.3334501303
6.017625,0.3005984,20100417,13.0304171728
6.022205,0.3005444,20100418,14.5455819603
6.036107,0.3004562,20100419,15.1516478753
6.064242,0.3002942,20100420,14.8486149178
6.102853,0.3000104,20100421,14.5455819603
6.146311,0.2996771,20100422,14.8486149178
6.198013,0.2993072,20100423,15.4546808328
6.251216,0.2989113,20100424,13.0304171728
6.297892,0.2984804,20100425,15.7577137903
6.348274,0.2979455,20100426,15.4546808328
6.389686,0.2972559,20100427,19.0910763229
6.423236,0.2965337,20100428,21.5153399829
6.46411,0.2958366,20100429,18.1819774504
6.509919,0.2951669,20100430,16.3637797053
6.554367,0.2945261,20100501,14.8486149178
6.600668,0.2938252,20100502,18.4850104079
6.649299,0.2929713,20100503,19.3941092804
6.692008,0.2918885,20100504,19.0910763229
6.735834,0.2904741,20100505,27.8790320906
6.760465,0.2888304,20100506,30.3032957506
6.774445,0.2870174,20100507,26.363867303
6.776575,0.2850854,20100508,19.0910763229
6.767232,0.2831858,20100509,18.7880433654
6.762024,0.2812172,20100510,20.6062411104
6.759655,0.2791548,20100511,17.5759115354
6.755031,0.2769785,20100512,16.0607467478
6.74824,0.2745889,20100513,16.6668126628
6.742662,0.2720504,20100514,16.3637797053
6.735939,0.2694169,20100515,13.9395160453
6.718545,0.2666588,20100516,15.7577137903
6.705351,0.2638755,20100517,16.3637797053
6.69474,0.2610661,20100518,17.5759115354
6.691852,0.2583067,20100519,16.3637797053
6.686189,0.2557798,20100520,15.7577137903
6.683039,0.2534665,20100521,16.0607467478
6.679573,0.2513493,20100522,13.3334501303
6.67605,0.2492768,20100523,15.1516478753
6.663306,0.2471584,20100524,16.9698456204
6.651393,0.2449791,20100525,17.8789444929
6.644023,0.2428909,20100526,16.3637797053
6.631848,0.2408967,20100527,16.3637797053
6.620933,0.2389985,20100528,13.6364830878
6.613428,0.237197,20100529,15.4546808328
6.607781,0.2354919,20100530,19.3941092804
6.597651,0.2337984,20100531,15.715916141
6.591234,0.232082,20100601,16.0502973355
6.580992,0.2303537,20100602,16.38467853
6.565967,0.2284718,20100603,16.38467853
6.555706,0.2264843,20100604,14.7127725575
6.540474,0.2244311,20100605,14.0440101686
6.530172,0.2223127,20100606,16.38467853
6.518712,0.2201928,20100607,15.715916141
6.515827,0.2181343,20100608,15.715916141
6.508638,0.2162009,20100609,15.3815349465
6.502606,0.21436,20100610,15.3815349465
6.495461,0.2126124,20100611,15.715916141
6.482978,0.210958,20100612,33.438119449
6.458914,0.2095597,20100613,19.0597280859
6.43737,0.2084236,20100614,17.053440919
6.423414,0.2075079,20100615,15.715916141
6.412156,0.206814,20100616,15.3815349465
6.402424,0.2063026,20100617,27.7536391426
6.387819,0.2059441,20100618,16.7190597245
6.379043,0.2057131,20100619,14.0440101686
6.371298,0.2056079,20100620,15.715916141
6.363517,0.2055391,20100621,15.3815349465
6.357763,0.2055063,20100622,26.0817331702
6.35428,0.2054851,20100623,19.3941092804
6.349505,0.2055092,20100624,14.3783913631
6.348672,0.2055697,20100625,13.3752477796
6.333263,0.2056591,20100626,12.3721041961
