Date, USD, JPY, BGN, CZK, DKK, GBP, HUF, PLN, RON, SEK, CHF, NOK, HRK, RUB, TRY, AUD, BRL, CAD, CNY, HKD, IDR, INR, KRW, MXN, MYR, NZD, PHP, SGD, THB, ZAR, ILS, 
05 May 2017, 1.0961, 123.29, 1.9558, 26.781, 7.4369, 0.84710, 311.47, 4.2173, 4.5470, 9.6865, 1.0839, 9.5023, 7.4330, 64.1600, 3.9054, 1.4832, 3.4917, 1.5094, 7.5655, 8.5312, 14611.01, 70.5650, 1251.13, 20.8874, 4.7543, 1.5911, 54.782, 1.5402, 38.046, 14.8898, 3.9501, 
