date,bailout,debt,crisis,referendum,euro dollar
2009-03-31,15,61,97,4,34
2009-04-01,10,68,95,5,33
2009-04-02,12,74,93,5,32
2009-04-03,9,57,84,3,30
2009-04-04,6,41,69,3,28
2009-04-05,7,39,74,3,27
2009-04-06,9,62,85,3,33
2009-04-07,9,64,84,4,34
2009-04-08,9,59,82,7,32
2009-04-09,9,55,76,4,32
2009-04-10,7,48,65,5,28
2009-04-11,5,38,70,3,24
2009-04-12,5,36,80,4,29
2009-04-13,9,53,91,3,30
2009-04-14,9,64,92,7,31
2009-04-15,9,62,88,12,31
2009-04-16,9,63,89,18,30
2009-04-17,7,55,76,11,29
2009-04-18,6,38,66,7,26
2009-04-19,6,39,83,6,26
2009-04-20,8,59,93,8,32
2009-04-21,8,62,94,8,32
2009-04-22,9,63,95,10,31
2009-04-23,7,62,90,6,29
2009-04-24,7,51,86,5,26
2009-04-25,5,40,70,4,25
2009-04-26,5,38,83,5,26
2009-04-27,7,57,89,6,31
2009-04-28,6,61,91,7,28
2009-04-29,6,60,90,11,32
2009-04-30,7,60,84,8,27
2009-05-01,6,59,75,5,27
2009-05-02,6,38,66,5,23
2009-05-03,5,35,78,5,27
2009-05-04,5,54,88,8,31
2009-05-05,7,59,91,8,31
2009-05-06,6,57,88,7,29
2009-05-07,7,55,84,6,30
2009-05-08,5,50,79,5,26
2009-05-09,3,39,65,5,27
2009-05-10,4,34,73,6,28
2009-05-11,5,57,87,7,32
2009-05-12,5,58,88,10,33
2009-05-13,5,56,85,10,32
2009-05-14,4,54,82,8,28
2009-05-15,6,49,71,8,28
2009-05-16,4,34,63,21,26
2009-05-17,3,34,77,8,27
2009-05-18,4,52,84,8,31
2009-05-19,4,57,87,8,31
2009-05-20,5,55,86,7,28
2009-05-21,4,59,89,6,27
2009-05-22,4,48,73,6,33
2009-05-23,3,32,66,4,27
2009-05-24,2,30,71,6,29
2009-05-25,2,36,79,7,32
2009-05-26,3,54,79,7,33
2009-05-27,4,58,77,7,31
2009-05-28,5,54,77,7,35
2009-05-29,4,50,69,6,32
2009-05-30,3,36,57,6,28
2009-05-31,4,32,67,7,28
2009-06-01,6,56,81,10,34
2009-06-02,6,54,81,9,40
2009-06-03,5,55,77,12,35
2009-06-04,4,56,74,16,35
2009-06-05,3,50,69,14,32
2009-06-06,3,36,57,13,28
2009-06-07,3,34,66,17,32
2009-06-08,4,49,70,27,37
2009-06-09,6,59,74,45,37
2009-06-10,5,56,74,34,36
2009-06-11,5,60,73,27,33
2009-06-12,4,49,62,19,30
2009-06-13,3,34,57,18,29
2009-06-14,3,33,63,22,28
2009-06-15,4,51,67,34,36
2009-06-16,5,54,69,33,34
2009-06-17,4,57,68,38,32
2009-06-18,3,52,67,38,32
2009-06-19,2,30,38,29,18
2009-06-20,1,21,36,43,18
2009-06-21,1,23,38,100,20
2009-06-22,2,32,44,47,21
2009-06-23,2,36,42,7,21
2009-06-24,2,36,41,4,21
2009-06-25,2,37,41,2,20
2009-06-26,2,39,37,2,18
2009-06-27,2,26,33,1,18
2009-06-28,2,28,37,2,18
2009-06-29,2,38,41,2,20
2009-06-30,1,38,41,2,21
2009-07-01,2,38,42,2,23
2009-07-02,2,35,39,2,20
2009-07-03,2,32,35,2,19
2009-07-04,1,30,33,1,16
2009-07-05,1,26,34,1,16
2009-07-06,2,40,38,2,22
2009-07-07,2,42,38,2,21
2009-07-08,2,41,37,2,19
2009-07-09,2,37,39,2,20
2009-07-10,2,31,34,2,18
2009-07-11,2,24,28,1,15
2009-07-12,2,24,34,1,17
2009-07-13,2,36,35,1,20
2009-07-14,3,39,35,1,18
2009-07-15,3,40,35,2,20
2009-07-16,3,37,38,1,19
2009-07-17,3,33,33,1,20
2009-07-18,1,26,32,1,18
2009-07-19,2,22,30,1,20
2009-07-20,2,37,35,2,21
2009-07-21,3,39,36,1,21
2009-07-22,2,38,33,1,20
2009-07-23,2,34,35,2,20
2009-07-24,1,32,33,1,20
2009-07-25,2,23,32,1,17
2009-07-26,2,25,32,2,18
2009-07-27,2,36,37,2,19
2009-07-28,2,37,37,2,22
2009-07-29,2,36,37,2,20
2009-07-30,2,37,37,2,21
2009-07-31,2,33,31,2,19
2009-08-01,2,23,34,1,17
2009-08-02,2,22,34,1,18
2009-08-03,2,35,37,2,23
2009-08-04,2,38,37,1,23
2009-08-05,3,37,36,2,19
2009-08-06,2,36,33,1,19
2009-08-07,2,36,32,1,20
2009-08-08,1,25,31,1,18
2009-08-09,2,23,34,1,20
2009-08-10,2,35,36,2,21
2009-08-11,2,38,38,2,21
2009-08-12,2,36,36,2,22
2009-08-13,2,37,37,1,21
2009-08-14,2,34,33,1,20
2009-08-15,1,22,31,1,17
2009-08-16,2,23,32,1,16
2009-08-17,2,37,36,2,23
2009-08-18,2,37,36,2,22
2009-08-19,2,34,37,2,21
2009-08-20,2,36,37,1,19
2009-08-21,2,32,33,2,18
2009-08-22,2,25,32,1,16
2009-08-23,1,23,35,1,17
2009-08-24,2,37,37,1,20
2009-08-25,2,46,37,2,20
2009-08-26,2,40,38,2,22
2009-08-27,2,35,35,2,21
2009-08-28,2,32,30,1,19
2009-08-29,1,24,31,1,18
2009-08-30,1,21,37,1,19
2009-08-31,2,32,38,2,21
2009-09-01,2,38,38,2,20
2009-09-02,2,34,37,3,20
2009-09-03,2,34,38,3,19
2009-09-04,2,31,33,2,19
2009-09-05,1,20,31,1,17
2009-09-06,1,21,34,2,20
2009-09-07,2,28,38,2,21
2009-09-08,2,35,39,2,21
2009-09-09,2,37,39,3,22
2009-09-10,2,37,38,2,21
2009-09-11,2,33,35,2,21
2009-09-12,1,22,34,1,18
2009-09-13,1,23,36,4,19
2009-09-14,2,35,37,4,22
2009-09-15,3,39,39,3,21
2009-09-16,2,36,42,3,21
2009-09-17,3,58,62,4,34
2009-09-18,3,55,61,4,34
2009-09-19,2,37,52,3,30
2009-09-20,2,37,62,4,32
2009-09-21,4,60,70,5,38
2009-09-22,4,63,70,5,37
2009-09-23,3,57,70,4,38
2009-09-24,3,59,64,5,36
2009-09-25,4,52,61,4,31
2009-09-26,2,39,55,3,28
2009-09-27,2,35,61,4,33
2009-09-28,3,57,68,7,36
2009-09-29,4,60,70,6,38
2009-09-30,4,59,66,8,33
2009-10-01,4,58,67,9,35
2009-10-02,3,55,61,18,32
2009-10-03,2,35,54,22,28
2009-10-04,3,37,61,11,31
2009-10-05,3,59,71,9,34
2009-10-06,3,59,72,6,40
2009-10-07,3,60,73,6,40
2009-10-08,3,61,68,5,39
2009-10-09,3,51,57,4,34
2009-10-10,2,37,51,3,32
2009-10-11,3,35,60,5,36
2009-10-12,3,56,65,5,36
2009-10-13,3,65,70,6,38
2009-10-14,4,69,71,5,39
2009-10-15,4,64,69,5,38
2009-10-16,3,56,61,5,33
2009-10-17,2,40,54,5,31
2009-10-18,2,41,66,6,33
2009-10-19,3,61,72,5,38
2009-10-20,3,64,69,5,38
2009-10-21,5,65,72,6,40
2009-10-22,5,64,68,6,40
2009-10-23,5,53,60,5,35
2009-10-24,2,37,54,4,32
2009-10-25,2,36,62,7,34
2009-10-26,3,59,70,6,37
2009-10-27,3,61,71,6,39
2009-10-28,4,60,70,6,37
2009-10-29,3,61,68,6,36
2009-10-30,3,51,61,4,33
2009-10-31,2,35,52,3,30
2009-11-01,2,36,58,4,34
2009-11-02,4,60,68,7,38
2009-11-03,4,62,71,12,36
2009-11-04,4,61,72,31,34
2009-11-05,4,61,68,13,36
2009-11-06,4,54,63,8,32
2009-11-07,2,39,55,5,29
2009-11-08,3,40,63,7,33
2009-11-09,4,59,70,7,35
2009-11-10,3,63,71,5,35
2009-11-11,3,59,70,5,35
2009-11-12,3,61,73,4,35
2009-11-13,3,57,64,4,34
2009-11-14,3,37,53,3,30
2009-11-15,2,38,64,8,33
2009-11-16,4,61,72,7,39
2009-11-17,4,65,74,5,36
2009-11-18,3,68,72,4,36
2009-11-19,4,67,71,6,34
2009-11-20,4,57,60,5,31
2009-11-21,2,38,54,5,29
2009-11-22,3,39,64,11,34
2009-11-23,3,61,69,7,35
2009-11-24,3,64,70,5,36
2009-11-25,2,54,66,5,35
2009-11-26,2,46,62,5,37
2009-11-27,2,70,83,4,34
2009-11-28,2,55,82,3,32
2009-11-29,2,48,86,9,34
2009-11-30,4,71,100,10,38
2009-12-01,4,74,88,7,38
2009-12-02,3,66,81,5,37
2009-12-03,4,64,75,6,33
2009-12-04,4,57,64,3,33
2009-12-05,2,37,55,3,32
2009-12-06,3,40,63,4,35
2009-12-07,4,61,71,5,36
2009-12-08,5,62,73,4,35
2009-12-09,4,63,69,5,35
2009-12-10,4,64,69,5,34
2009-12-11,3,58,60,5,31
2009-12-12,3,39,55,5,30
2009-12-13,2,39,58,13,32
2009-12-14,5,59,63,9,35
2009-12-15,4,61,62,6,34
2009-12-16,5,77,78,6,46
2009-12-17,4,72,72,5,44
2009-12-18,4,59,63,4,43
2009-12-19,2,38,53,2,34
2009-12-20,2,34,54,4,40
2009-12-21,3,54,60,3,43
2009-12-22,3,53,56,3,44
2009-12-23,3,50,54,2,44
2009-12-24,2,40,52,2,37
2009-12-25,2,24,45,1,41
2009-12-26,2,34,49,2,43
2009-12-27,2,41,52,2,45
2009-12-28,3,57,56,3,45
2009-12-29,3,63,58,2,48
2009-12-30,4,64,57,2,46
2009-12-31,3,55,57,3,38
2010-01-01,2,39,49,3,36
2010-01-02,3,44,58,3,45
2010-01-03,2,48,63,3,49
2010-01-04,4,72,64,3,50
2010-01-05,4,79,68,4,52
2010-01-06,4,78,68,4,52
2010-01-07,3,75,69,4,50
2010-01-08,3,71,63,4,47
2010-01-09,2,51,56,3,45
2010-01-10,3,49,66,6,47
2010-01-11,5,76,69,6,50
2010-01-12,5,82,72,5,49
2010-01-13,5,81,81,5,45
2010-01-14,6,82,84,4,48
2010-01-15,6,76,72,4,45
2010-01-16,3,57,67,5,44
2010-01-17,3,52,71,19,49
2010-01-18,4,71,75,10,49
2010-01-19,4,81,77,6,49
2010-01-20,5,82,79,8,52
2010-01-21,4,84,75,6,52
2010-01-22,4,76,68,4,50
2010-01-23,3,54,63,4,43
2010-01-24,2,51,66,5,46
2010-01-25,3,78,71,5,48
2010-01-26,6,91,74,4,51
2010-01-27,6,85,73,6,55
2010-01-28,8,92,70,5,54
2010-01-29,5,82,65,3,51
2010-01-30,4,54,58,3,49
2010-01-31,4,57,63,3,53
2010-02-01,4,89,69,5,51
2010-02-02,4,98,74,6,52
2010-02-03,5,94,77,9,49
2010-02-04,6,100,76,5,53
2010-02-05,5,91,70,4,59
2010-02-06,4,61,65,4,47
2010-02-07,3,61,72,4,52
2010-02-08,4,88,78,5,57
2010-02-09,7,92,81,5,57
2010-02-10,8,86,79,4,53
2010-02-11,7,93,82,4,53
2010-02-12,5,77,73,5,54
2010-02-13,3,57,63,3,44
2010-02-14,3,55,69,4,45
2010-02-15,4,77,86,4,56
2010-02-16,5,88,94,5,57
2010-02-17,6,95,86,5,52
2010-02-18,5,88,84,4,49
2010-02-19,4,81,80,4,50
2010-02-20,4,58,72,3,43
2010-02-21,4,55,79,4,48
2010-02-22,5,89,89,5,51
2010-02-23,5,88,90,5,51
2010-02-24,5,91,87,5,47
2010-02-25,4,86,86,5,49
2010-02-26,4,78,78,5,48
2010-02-27,2,57,69,3,43
2010-02-28,3,56,81,6,46
2010-03-01,4,82,85,5,54
2010-03-02,6,90,87,5,54
2010-03-03,5,89,86,4,55
2010-03-04,6,86,81,4,51
2010-03-05,3,78,78,4,44
2010-03-06,4,55,67,5,42
2010-03-07,2,51,76,8,48
2010-03-08,4,79,85,6,50
2010-03-09,4,82,87,5,50
2010-03-10,4,83,86,5,47
2010-03-11,4,80,87,5,49
2010-03-12,3,71,74,3,44
2010-03-13,3,51,65,3,40
2010-03-14,4,52,71,4,46
2010-03-15,5,79,81,5,50
2010-03-16,4,64,69,4,39
2010-03-17,3,64,68,5,38
2010-03-18,3,60,65,3,37
2010-03-19,3,56,59,3,36
2010-03-20,2,39,52,2,32
2010-03-21,3,43,61,3,34
2010-03-22,4,72,70,5,41
2010-03-23,5,72,71,4,38
2010-03-24,4,70,74,3,42
2010-03-25,4,69,71,3,43
2010-03-26,5,65,61,3,39
2010-03-27,3,42,50,3,33
2010-03-28,3,42,56,3,36
2010-03-29,4,63,61,4,41
2010-03-30,4,68,64,4,40
2010-03-31,5,63,57,3,39
2010-04-01,5,56,54,3,37
2010-04-02,3,47,50,3,36
2010-04-03,3,37,49,2,33
2010-04-04,3,35,57,2,36
2010-04-05,4,58,63,2,36
2010-04-06,4,64,63,3,38
2010-04-07,4,63,69,6,38
2010-04-08,4,69,68,4,42
2010-04-09,4,59,64,3,38
2010-04-10,3,39,54,3,33
2010-04-11,3,43,65,2,35
2010-04-12,5,65,73,4,42
2010-04-13,5,71,73,5,40
2010-04-14,4,68,70,4,40
2010-04-15,4,64,70,4,36
2010-04-16,4,60,64,4,34
2010-04-17,3,40,57,3,28
2010-04-18,3,40,67,4,32
2010-04-19,4,64,73,4,36
2010-04-20,4,64,75,5,36
2010-04-21,6,68,75,5,37
2010-04-22,6,65,73,4,39
2010-04-23,6,59,65,4,38
2010-04-24,5,40,55,5,29
2010-04-25,5,46,66,6,32
2010-04-26,7,67,73,6,39
2010-04-27,6,83,77,6,48
2010-04-28,7,84,91,5,53
2010-04-29,6,75,84,4,48
2010-04-30,5,62,73,4,39
2010-05-01,4,41,60,4,35
2010-05-02,6,44,70,4,40
2010-05-03,7,57,80,5,45
2010-05-04,7,69,82,6,52
2010-05-05,8,75,93,6,60
2010-05-06,8,79,100,6,76
2010-05-07,7,71,92,6,71
2010-05-08,5,47,72,4,49
2010-05-09,7,49,77,4,51
2010-05-10,12,71,87,7,82
2010-05-11,8,72,88,8,63
2010-05-12,7,72,91,7,55
2010-05-13,6,71,82,5,49
2010-05-14,5,62,74,5,62
2010-05-15,3,39,64,4,47
2010-05-16,3,40,73,4,49
2010-05-17,5,63,81,5,77
2010-05-18,5,65,78,5,69
2010-05-19,4,63,80,5,67
2010-05-20,6,64,80,5,66
2010-05-21,4,56,71,4,56
2010-05-22,4,37,57,3,42
2010-05-23,4,38,69,4,40
2010-05-24,5,61,80,4,47
2010-05-25,5,65,80,5,60
2010-05-26,4,69,77,5,55
2010-05-27,4,61,75,4,51
2010-05-28,3,52,65,3,43
2010-05-29,3,37,54,4,37
2010-05-30,2,33,65,5,40
2010-05-31,3,38,65,6,45
2010-06-01,4,59,71,5,50
2010-06-02,4,62,69,6,45
2010-06-03,3,64,71,5,43
2010-06-04,3,53,64,5,50
2010-06-05,2,39,60,3,41
2010-06-06,2,40,67,10,39
2010-06-07,3,64,69,7,61
2010-06-08,4,66,70,5,54
2010-06-09,2,64,66,6,48
2010-06-10,3,63,65,5,44
2010-06-11,3,51,55,4,39
2010-06-12,2,35,50,3,36
2010-06-13,2,36,55,4,37
2010-06-14,4,84,96,6,69
2010-06-15,5,92,96,7,67
2010-06-16,4,88,90,5,63
2010-06-17,4,88,92,5,62
2010-06-18,4,79,78,6,55
2010-06-19,2,54,69,7,55
2010-06-20,2,48,81,7,58
2010-06-21,3,78,78,7,70
2010-06-22,4,93,83,11,60
2010-06-23,3,92,78,11,59
2010-06-24,3,87,76,6,60
2010-06-25,3,76,73,6,55
2010-06-26,3,57,68,3,46
2010-06-27,3,57,68,4,47
2010-06-28,4,87,76,7,56
2010-06-29,3,89,78,6,64
2010-06-30,4,89,77,5,61
2010-07-01,3,88,73,5,57
2010-07-02,3,74,66,5,51
2010-07-03,2,59,57,3,45
2010-07-04,2,57,65,3,52
2010-07-05,3,60,70,4,59
2010-07-06,4,78,73,4,60
2010-07-07,3,88,70,5,60
2010-07-08,4,87,71,5,60
2010-07-09,3,77,64,4,54
2010-07-10,2,57,62,4,44
2010-07-11,2,58,64,3,47
2010-07-12,4,87,74,5,59
2010-07-13,4,100,79,6,58
2010-07-14,4,96,76,4,58
2010-07-15,4,86,71,5,61
2010-07-16,4,81,64,5,64
2010-07-17,2,56,60,4,51
2010-07-18,4,58,67,5,58
2010-07-19,4,89,68,6,64
2010-07-20,4,93,71,5,61
2010-07-21,4,97,75,5,64
2010-07-22,5,88,73,5,59
2010-07-23,4,84,66,4,59
2010-07-24,4,55,66,3,51
2010-07-25,3,53,64,4,52
2010-07-26,4,80,67,5,56
2010-07-27,3,91,73,5,60
2010-07-28,3,88,69,5,58
2010-07-29,3,85,70,5,59
2010-07-30,4,84,65,5,56
2010-07-31,4,57,59,4,48
2010-08-01,4,57,69,6,55
2010-08-02,3,82,74,7,65
2010-08-03,3,93,75,7,61
2010-08-04,3,86,70,17,62
2010-08-05,5,81,69,31,58
2010-08-06,5,74,65,9,56
2010-08-07,3,52,62,5,45
2010-08-08,3,52,65,5,47
2010-08-09,4,83,75,7,60
2010-08-10,6,87,77,7,60
2010-08-11,6,96,72,7,61
2010-08-12,5,91,73,5,62
2010-08-13,6,81,73,5,59
2010-08-14,2,58,63,4,49
2010-08-15,4,53,62,3,51
2010-08-16,3,85,72,6,61
2010-08-17,6,87,75,5,65
2010-08-18,5,90,69,5,61
2010-08-19,4,89,74,5,58
2010-08-20,3,83,65,7,57
2010-08-21,2,59,61,4,47
2010-08-22,3,53,69,6,49
2010-08-23,3,84,82,7,58
2010-08-24,4,84,90,8,58
2010-08-25,3,84,86,5,58
2010-08-26,3,83,77,6,58
2010-08-27,4,75,69,5,52
2010-08-28,3,52,64,3,44
2010-08-29,2,51,73,6,48
2010-08-30,4,72,72,5,56
2010-08-31,3,85,78,5,56
2010-09-01,4,83,74,7,62
2010-09-02,3,78,79,8,55
2010-09-03,3,66,68,7,48
2010-09-04,2,50,63,8,42
2010-09-05,2,47,67,16,47
2010-09-06,3,61,76,16,56
2010-09-07,3,81,84,7,58
2010-09-08,4,92,82,10,55
2010-09-09,2,89,82,9,55
2010-09-10,3,81,74,8,49
2010-09-11,3,54,64,9,41
2010-09-12,3,54,66,32,42
2010-09-13,3,74,75,18,49
2010-09-14,2,81,74,13,51
2010-09-15,3,77,71,10,46
2010-09-16,3,77,70,12,49
2010-09-17,3,72,68,16,48
2010-09-18,3,47,62,41,42
2010-09-19,3,50,64,24,42
2010-09-20,4,82,72,10,49
2010-09-21,3,81,73,6,49
2010-09-22,3,82,75,6,54
2010-09-23,3,80,78,6,51
2010-09-24,4,70,70,5,51
2010-09-25,2,48,60,5,42
2010-09-26,3,51,70,6,45
2010-09-27,5,82,78,6,56
2010-09-28,3,87,79,8,51
2010-09-29,4,80,80,8,54
2010-09-30,6,78,91,6,55
2010-10-01,5,70,83,7,52
2010-10-02,3,46,66,7,48
2010-10-03,3,51,70,11,48
2010-10-04,4,78,78,11,57
2010-10-05,4,82,82,8,55
2010-10-06,4,81,84,7,59
2010-10-07,4,83,85,6,61
2010-10-08,3,79,69,5,56
2010-10-09,2,51,64,3,43
2010-10-10,3,54,72,5,48
2010-10-11,3,77,80,5,56
2010-10-12,3,80,83,6,55
2010-10-13,3,80,82,5,55
2010-10-14,3,80,86,5,61
2010-10-15,3,73,78,6,54
2010-10-16,2,54,63,5,44
2010-10-17,3,55,74,5,50
2010-10-18,3,81,84,7,58
2010-10-19,4,88,89,6,53
2010-10-20,4,88,86,7,56
2010-10-21,4,88,88,8,53
2010-10-22,3,77,75,6,49
2010-10-23,3,51,63,5,45
2010-10-24,3,55,73,6,46
2010-10-25,4,81,84,8,54
2010-10-26,4,84,88,7,51
2010-10-27,4,84,83,7,50
2010-10-28,4,83,82,8,52
2010-10-29,3,68,73,7,49
2010-10-30,3,48,63,6,40
2010-10-31,4,54,71,9,41
2010-11-01,4,80,82,14,52
2010-11-02,5,88,80,27,52
2010-11-03,7,94,86,46,57
2010-11-04,5,95,88,12,59
2010-11-05,3,76,78,7,55
2010-11-06,2,51,67,5,44
2010-11-07,3,52,74,7,50
2010-11-08,5,82,85,8,57
2010-11-09,3,87,85,7,57
2010-11-10,3,87,88,6,56
2010-11-11,4,92,85,6,54
2010-11-12,4,83,82,6,52
2010-11-13,4,56,67,4,46
2010-11-14,5,56,78,5,48
2010-11-15,7,87,87,6,59
2010-11-16,10,95,94,7,61
2010-11-17,12,95,99,8,56
2010-11-18,11,89,94,7,51
2010-11-19,9,75,81,6,49
2010-11-20,5,49,67,4,41
2010-11-21,10,54,82,5,46
2010-11-22,17,83,89,7,57
2010-11-23,12,81,100,7,56
2010-11-24,9,72,88,7,59
2010-11-25,6,55,83,6,56
2010-11-26,6,53,76,6,55
2010-11-27,6,47,72,5,45
2010-11-28,10,53,83,10,50
2010-11-29,10,77,90,9,58
2010-11-30,9,86,96,10,64
2010-12-01,7,90,98,11,62
2010-12-02,8,87,86,9,54
2010-12-03,8,75,77,6,54
2010-12-04,4,49,67,4,44
2010-12-05,6,55,75,6,49
2010-12-06,5,76,89,7,56
2010-12-07,8,82,90,6,53
2010-12-08,5,81,85,7,54
2010-12-09,5,77,84,7,52
2010-12-10,5,71,77,5,51
2010-12-11,3,44,61,4,37
2010-12-12,3,45,64,8,39
2010-12-13,3,66,73,6,50
2010-12-14,3,65,71,5,45
2010-12-15,3,65,71,5,50
2010-12-16,3,58,64,4,43
2010-12-17,3,51,59,3,42
2010-12-18,3,35,50,3,35
2010-12-19,2,32,52,3,40
2010-12-20,2,53,60,3,44
2010-12-21,2,54,56,3,43
2010-12-22,1,50,53,3,42
2010-12-23,3,44,47,3,39
2010-12-24,1,29,46,4,33
2010-12-25,2,22,42,3,36
2010-12-26,2,30,46,4,37
2010-12-27,1,39,51,4,42
2010-12-28,2,52,51,3,43
2010-12-29,2,55,53,3,40
2010-12-30,3,51,53,3,39
2010-12-31,2,42,45,3,34
2011-01-01,1,35,47,3,36
2011-01-02,2,45,51,3,42
2011-01-03,2,59,56,5,49
2011-01-04,3,76,60,6,48
2011-01-05,2,80,71,6,47
2011-01-06,3,77,60,8,45
2011-01-07,3,70,61,7,47
2011-01-08,2,46,55,7,38
2011-01-09,2,46,58,16,42
2011-01-10,2,63,70,15,48
2011-01-11,3,68,83,15,50
2011-01-12,3,70,72,15,50
2011-01-13,3,66,70,21,50
2011-01-14,3,64,63,51,45
2011-01-15,1,48,55,57,40
2011-01-16,2,49,61,15,41
2011-01-17,2,66,63,12,47
2011-01-18,2,73,72,10,47
2011-01-19,3,80,69,9,47
2011-01-20,3,70,68,8,45
2011-01-21,2,65,58,7,42
2011-01-22,2,49,56,5,38
2011-01-23,3,46,64,8,46
2011-01-24,3,69,66,7,52
2011-01-25,3,72,71,7,47
2011-01-26,3,86,72,6,44
2011-01-27,3,76,73,5,44
2011-01-28,2,71,76,5,41
2011-01-29,2,50,74,5,39
2011-01-30,2,48,87,6,42
2011-01-31,2,72,100,8,49
2011-02-01,2,74,98,6,44
2011-02-02,3,69,92,5,49
2011-02-03,2,72,95,6,46
2011-02-04,2,66,86,5,42
2011-02-05,2,45,74,5,38
2011-02-06,2,49,71,4,42
2011-02-07,3,66,78,7,47
2011-02-08,3,70,81,7,47
2011-02-09,3,73,82,6,41
2011-02-10,2,68,83,6,44
2011-02-11,2,62,81,5,40
2011-02-12,2,42,67,3,37
2011-02-13,1,50,71,5,36
2011-02-14,2,68,76,6,43
2011-02-15,3,74,79,6,43
2011-02-16,3,77,81,8,40
2011-02-17,2,73,79,6,42
2011-02-18,2,66,73,6,38
2011-02-19,2,45,64,5,35
2011-02-20,2,45,71,5,40
2011-02-21,2,63,78,5,43
2011-02-22,2,75,85,6,42
2011-02-23,2,72,82,6,44
2011-02-24,2,69,82,5,43
2011-02-25,2,61,79,6,39
2011-02-26,2,47,68,4,37
2011-02-27,2,44,75,5,38
2011-02-28,3,69,83,6,46
2011-03-01,2,72,88,7,43
2011-03-02,2,73,86,8,46
2011-03-03,3,70,87,12,44
2011-03-04,3,61,83,14,46
2011-03-05,2,43,70,5,40
2011-03-06,2,43,73,6,44
2011-03-07,2,70,82,8,49
2011-03-08,2,72,88,6,45
2011-03-09,3,73,87,7,44
2011-03-10,3,70,80,8,44
2011-03-11,1,35,45,4,25
2011-03-12,1,25,43,5,21
2011-03-13,1,25,53,5,24
2011-03-14,1,41,56,7,27
2011-03-15,1,43,69,13,27
2011-03-16,1,40,87,12,27
2011-03-17,1,39,100,9,27
2011-03-18,1,34,89,9,26
2011-03-19,1,24,73,8,22
2011-03-20,1,26,71,8,26
2011-03-21,1,40,77,9,30
2011-03-22,2,41,72,8,29
2011-03-23,1,43,68,6,28
2011-03-24,2,41,66,7,29
2011-03-25,2,36,61,5,27
2011-03-26,1,25,57,4,23
2011-03-27,1,28,60,5,24
2011-03-28,2,41,64,7,28
2011-03-29,2,43,67,7,26
2011-03-30,1,41,63,7,27
2011-03-31,2,42,60,7,25
2011-04-01,2,38,55,6,27
2011-04-02,1,26,48,5,20
2011-04-03,1,28,56,4,24
2011-04-04,2,41,59,7,28
2011-04-05,2,46,59,9,27
2011-04-06,2,45,57,12,28
2011-04-07,5,46,57,8,28
2011-04-08,3,43,51,7,27
2011-04-09,2,33,47,5,24
2011-04-10,2,34,50,12,25
2011-04-11,2,50,53,14,30
2011-04-12,2,52,62,12,30
2011-04-13,2,55,56,10,29
2011-04-14,2,52,54,11,28
2011-04-15,2,43,50,9,26
2011-04-16,1,29,41,6,22
2011-04-17,1,31,47,9,24
2011-04-18,2,50,52,11,31
2011-04-19,2,53,51,12,29
2011-04-20,2,46,48,11,28
2011-04-21,2,45,48,8,30
2011-04-22,1,33,40,7,23
2011-04-23,1,28,42,6,22
2011-04-24,1,28,44,5,23
2011-04-25,2,39,51,6,26
2011-04-26,2,45,50,9,30
2011-04-27,1,43,48,10,29
2011-04-28,2,40,49,9,32
2011-04-29,1,33,42,7,30
2011-04-30,1,26,39,6,24
2011-05-01,1,28,45,8,26
2011-05-02,1,37,48,10,33
2011-05-03,2,42,52,14,33
2011-05-04,2,41,49,18,31
2011-05-05,2,39,48,33,32
2011-05-06,2,36,44,48,33
2011-05-07,1,24,40,20,26
2011-05-08,1,25,42,14,26
2011-05-09,2,41,52,17,35
2011-05-10,2,43,51,15,31
2011-05-11,2,41,50,14,31
2011-05-12,2,40,49,14,30
2011-05-13,1,36,43,15,28
2011-05-14,1,26,36,14,23
2011-05-15,1,30,43,20,28
2011-05-16,2,54,47,24,33
2011-05-17,2,52,49,17,31
2011-05-18,1,46,51,14,29
2011-05-19,2,43,48,14,30
2011-05-20,1,37,44,15,28
2011-05-21,1,26,38,12,23
2011-05-22,1,28,41,14,24
2011-05-23,2,41,47,17,30
2011-05-24,3,40,48,17,31
2011-05-25,2,39,46,18,27
2011-05-26,2,37,46,19,28
2011-05-27,1,33,43,17,26
2011-05-28,1,23,37,15,23
2011-05-29,1,24,39,17,24
2011-05-30,1,28,44,25,26
2011-05-31,2,39,49,23,31
2011-06-01,2,46,49,37,29
2011-06-02,3,41,46,30,25
2011-06-03,2,40,43,37,26
2011-06-04,2,27,39,33,22
2011-06-05,2,27,42,40,26
2011-06-06,2,37,44,46,29
2011-06-07,2,39,44,46,31
2011-06-08,2,40,46,46,30
2011-06-09,0,5,6,7,4
2011-06-10,0,5,5,9,4
2011-06-11,0,3,5,11,3
2011-06-12,0,4,6,60,3
2011-06-13,0,5,6,100,4
2011-06-14,0,6,6,9,4
2011-06-15,0,6,6,3,4
2011-06-16,0,6,6,2,4
2011-06-17,0,6,6,1,4
2011-06-18,0,4,5,1,3
2011-06-19,0,4,5,1,4
2011-06-20,0,6,6,1,4
2011-06-21,0,6,6,1,4
2011-06-22,0,6,7,1,4
2011-06-23,0,6,6,1,4
2011-06-24,0,5,5,1,4
2011-06-25,0,4,5,0,3
2011-06-26,0,4,5,1,4
2011-06-27,0,6,6,1,4
2011-06-28,0,6,6,1,4
2011-06-29,0,7,6,1,4
2011-06-30,0,7,5,1,4
