SQLDATE,c,c_yes,c_norm,c_norm_lag1,c_norm_lag2,c_norm_lag3,c_norm_lag4,c_norm_lag5
20070130,28412,74,0.0668561840177,0.0748730866463,0.0345353191004,0.0380236921096,0.0587325467384,0.0607966922817
20070131,25479,114,0.114850831387,0.0668561840177,0.0748730866463,0.0345353191004,0.0380236921096,0.0587325467384
20070201,25428,107,0.108014794998,0.114850831387,0.0668561840177,0.0748730866463,0.0345353191004,0.0380236921096
20070202,24462,105,0.110181583091,0.108014794998,0.114850831387,0.0668561840177,0.0748730866463,0.0345353191004
20070203,16387,5,0.00783217209221,0.110181583091,0.108014794998,0.114850831387,0.0668561840177,0.0748730866463
20070204,15683,18,0.0294615121259,0.00783217209221,0.110181583091,0.108014794998,0.114850831387,0.0668561840177
20070205,24270,107,0.113168529345,0.0294615121259,0.00783217209221,0.110181583091,0.108014794998,0.114850831387
20070206,28031,78,0.0714278671318,0.113168529345,0.0294615121259,0.00783217209221,0.110181583091,0.108014794998
20070207,27649,125,0.116049227888,0.0714278671318,0.113168529345,0.0294615121259,0.00783217209221,0.110181583091
20070208,26791,65,0.0622782073448,0.116049227888,0.0714278671318,0.113168529345,0.0294615121259,0.00783217209221
20070209,25896,83,0.0822729513302,0.0622782073448,0.116049227888,0.0714278671318,0.113168529345,0.0294615121259
20070210,15462,23,0.0381833332522,0.0822729513302,0.0622782073448,0.116049227888,0.0714278671318,0.113168529345
20070211,15358,31,0.0518129955245,0.0381833332522,0.0822729513302,0.0622782073448,0.116049227888,0.0714278671318
20070212,25293,47,0.0476989901675,0.0518129955245,0.0381833332522,0.0822729513302,0.0622782073448,0.116049227888
20070213,26446,17,0.0165006327556,0.0476989901675,0.0518129955245,0.0381833332522,0.0822729513302,0.0622782073448
20070214,26318,27,0.0263343469111,0.0165006327556,0.0476989901675,0.0518129955245,0.0381833332522,0.0822729513302
20070215,27606,138,0.128317908877,0.0263343469111,0.0165006327556,0.0476989901675,0.0518129955245,0.0381833332522
20070216,23899,50,0.0537034202582,0.128317908877,0.0263343469111,0.0165006327556,0.0476989901675,0.0518129955245
20070217,17312,8,0.0118619042583,0.0537034202582,0.128317908877,0.0263343469111,0.0165006327556,0.0476989901675
20070218,14973,12,0.020572358898,0.0118619042583,0.0537034202582,0.128317908877,0.0263343469111,0.0165006327556
20070219,21625,23,0.0273013039882,0.020572358898,0.0118619042583,0.0537034202582,0.128317908877,0.0263343469111
20070220,25556,75,0.0753320966163,0.0273013039882,0.020572358898,0.0118619042583,0.0537034202582,0.128317908877
20070221,28042,74,0.0677383175348,0.0753320966163,0.0273013039882,0.020572358898,0.0118619042583,0.0537034202582
20070222,26392,38,0.0369592342744,0.0677383175348,0.0753320966163,0.0273013039882,0.020572358898,0.0118619042583
20070223,25689,17,0.0169868711844,0.0369592342744,0.0677383175348,0.0753320966163,0.0273013039882,0.020572358898
20070224,17734,22,0.0318440023644,0.0169868711844,0.0369592342744,0.0677383175348,0.0753320966163,0.0273013039882
20070225,17288,36,0.0534526717573,0.0318440023644,0.0169868711844,0.0369592342744,0.0677383175348,0.0753320966163
20070226,25112,69,0.0705309053933,0.0534526717573,0.0318440023644,0.0169868711844,0.0369592342744,0.0677383175348
20070227,29434,37,0.0322674101432,0.0705309053933,0.0534526717573,0.0318440023644,0.0169868711844,0.0369592342744
20070228,27652,18,0.016709275809,0.0322674101432,0.0705309053933,0.0534526717573,0.0318440023644,0.0169868711844
20070301,26741,107,0.102711200299,0.016709275809,0.0322674101432,0.0705309053933,0.0534526717573,0.0318440023644
20070302,24084,131,0.13962215856,0.102711200299,0.016709275809,0.0322674101432,0.0705309053933,0.0534526717573
20070303,16429,16,0.0249988783882,0.13962215856,0.102711200299,0.016709275809,0.0322674101432,0.0705309053933
20070304,17589,30,0.0437816148985,0.0249988783882,0.13962215856,0.102711200299,0.016709275809,0.0322674101432
20070305,24637,141,0.146907158945,0.0437816148985,0.0249988783882,0.13962215856,0.102711200299,0.016709275809
20070306,29102,133,0.117311469603,0.146907158945,0.0437816148985,0.0249988783882,0.13962215856,0.102711200299
20070307,28425,148,0.133651215501,0.117311469603,0.146907158945,0.0437816148985,0.0249988783882,0.13962215856
20070308,25896,85,0.0842554320851,0.133651215501,0.117311469603,0.146907158945,0.0437816148985,0.0249988783882
20070309,24543,129,0.134919192647,0.0842554320851,0.133651215501,0.117311469603,0.146907158945,0.0437816148985
20070310,17764,111,0.160396129839,0.134919192647,0.0842554320851,0.133651215501,0.117311469603,0.146907158945
20070311,16687,85,0.130753201251,0.160396129839,0.134919192647,0.0842554320851,0.133651215501,0.117311469603
20070312,26968,93,0.0885209120363,0.130753201251,0.160396129839,0.134919192647,0.0842554320851,0.133651215501
20070313,30276,108,0.091566566522,0.0885209120363,0.130753201251,0.160396129839,0.134919192647,0.0842554320851
20070314,29329,234,0.204800151069,0.091566566522,0.0885209120363,0.130753201251,0.160396129839,0.134919192647
20070315,29010,250,0.221209589926,0.204800151069,0.091566566522,0.0885209120363,0.130753201251,0.160396129839
20070316,25836,174,0.172876373348,0.221209589926,0.204800151069,0.091566566522,0.0885209120363,0.130753201251
20070317,18201,38,0.0535920065365,0.172876373348,0.221209589926,0.204800151069,0.091566566522,0.0885209120363
20070318,17983,71,0.101346294715,0.0535920065365,0.172876373348,0.221209589926,0.204800151069,0.091566566522
20070319,30188,32,0.0272099226872,0.101346294715,0.0535920065365,0.172876373348,0.221209589926,0.204800151069
20070320,40824,191,0.120096259937,0.0272099226872,0.101346294715,0.0535920065365,0.172876373348,0.221209589926
20070321,37756,161,0.109459023499,0.120096259937,0.0272099226872,0.101346294715,0.0535920065365,0.172876373348
20070322,39204,84,0.054999732386,0.109459023499,0.120096259937,0.0272099226872,0.101346294715,0.0535920065365
20070323,31438,140,0.114310150585,0.054999732386,0.109459023499,0.120096259937,0.0272099226872,0.101346294715
20070324,31428,54,0.044105087311,0.114310150585,0.054999732386,0.109459023499,0.120096259937,0.0272099226872
20070325,27143,23,0.02175112179,0.044105087311,0.114310150585,0.054999732386,0.109459023499,0.120096259937
20070326,49109,152,0.0794500487463,0.02175112179,0.044105087311,0.114310150585,0.054999732386,0.109459023499
20070327,43684,101,0.0593486228898,0.0794500487463,0.02175112179,0.044105087311,0.114310150585,0.054999732386
20070328,44894,118,0.0674691712962,0.0593486228898,0.0794500487463,0.02175112179,0.044105087311,0.114310150585
20070329,49729,216,0.111495078044,0.0674691712962,0.0593486228898,0.0794500487463,0.02175112179,0.044105087311
20070330,37481,41,0.0280791759402,0.111495078044,0.0674691712962,0.0593486228898,0.0794500487463,0.02175112179
20070331,12369,8,0.0166022545493,0.0280791759402,0.111495078044,0.0674691712962,0.0593486228898,0.0794500487463
20070401,30054,54,0.0461214708195,0.0166022545493,0.0280791759402,0.111495078044,0.0674691712962,0.0593486228898
20070402,40008,98,0.0628768686231,0.0461214708195,0.0166022545493,0.0280791759402,0.111495078044,0.0674691712962
20070403,45711,72,0.0404318343217,0.0628768686231,0.0461214708195,0.0166022545493,0.0280791759402,0.111495078044
20070404,42160,109,0.0663647658642,0.0404318343217,0.0628768686231,0.0461214708195,0.0166022545493,0.0280791759402
20070405,40379,162,0.102984324823,0.0663647658642,0.0404318343217,0.0628768686231,0.0461214708195,0.0166022545493
20070406,30547,215,0.180668136813,0.102984324823,0.0663647658642,0.0404318343217,0.0628768686231,0.0461214708195
20070407,22012,172,0.200576760866,0.180668136813,0.102984324823,0.0663647658642,0.0404318343217,0.0628768686231
20070408,22211,138,0.159486029106,0.200576760866,0.180668136813,0.102984324823,0.0663647658642,0.0404318343217
20070409,33002,147,0.114337514084,0.159486029106,0.200576760866,0.180668136813,0.102984324823,0.0663647658642
20070410,39627,85,0.0550604050086,0.114337514084,0.159486029106,0.200576760866,0.180668136813,0.102984324823
20070411,40775,106,0.0667303751414,0.0550604050086,0.114337514084,0.159486029106,0.200576760866,0.180668136813
20070412,42021,48,0.0293215230271,0.0667303751414,0.0550604050086,0.114337514084,0.159486029106,0.200576760866
20070413,36337,58,0.0409723237271,0.0293215230271,0.0667303751414,0.0550604050086,0.114337514084,0.159486029106
20070414,22950,16,0.0178957112436,0.0409723237271,0.0293215230271,0.0667303751414,0.0550604050086,0.114337514084
20070415,23331,29,0.0319062904991,0.0178957112436,0.0409723237271,0.0293215230271,0.0667303751414,0.0550604050086
20070416,40624,76,0.0480222583187,0.0319062904991,0.0178957112436,0.0409723237271,0.0293215230271,0.0667303751414
20070417,41826,137,0.0840786838726,0.0480222583187,0.0319062904991,0.0178957112436,0.0409723237271,0.0293215230271
20070418,42534,258,0.155702343778,0.0840786838726,0.0480222583187,0.0319062904991,0.0178957112436,0.0409723237271
20070419,43078,265,0.157907229119,0.155702343778,0.0840786838726,0.0480222583187,0.0319062904991,0.0178957112436
20070420,38290,88,0.058994153871,0.157907229119,0.155702343778,0.0840786838726,0.0480222583187,0.0319062904991
20070421,24637,82,0.0854353690316,0.058994153871,0.157907229119,0.155702343778,0.0840786838726,0.0480222583187
20070422,24174,38,0.0403502982945,0.0854353690316,0.058994153871,0.157907229119,0.155702343778,0.0840786838726
20070423,37597,189,0.12903879017,0.0403502982945,0.0854353690316,0.058994153871,0.157907229119,0.155702343778
20070424,43042,126,0.0751432150618,0.12903879017,0.0403502982945,0.0854353690316,0.058994153871,0.157907229119
20070425,40508,135,0.0855469712162,0.0751432150618,0.12903879017,0.0403502982945,0.0854353690316,0.058994153871
20070426,39451,177,0.115166699558,0.0855469712162,0.0751432150618,0.12903879017,0.0403502982945,0.0854353690316
20070427,37918,218,0.147578381182,0.115166699558,0.0855469712162,0.0751432150618,0.12903879017,0.0403502982945
20070428,25621,132,0.132248125662,0.147578381182,0.115166699558,0.0855469712162,0.0751432150618,0.12903879017
20070429,24183,30,0.0318436432391,0.132248125662,0.147578381182,0.115166699558,0.0855469712162,0.0751432150618
20070430,35308,90,0.0654306240328,0.0318436432391,0.132248125662,0.147578381182,0.115166699558,0.0855469712162
20070501,36141,100,0.0710250430675,0.0654306240328,0.0318436432391,0.132248125662,0.147578381182,0.115166699558
20070502,39078,35,0.0229904454815,0.0710250430675,0.0654306240328,0.0318436432391,0.132248125662,0.147578381182
20070503,42523,57,0.0344082535676,0.0229904454815,0.0710250430675,0.0654306240328,0.0318436432391,0.132248125662
20070504,36867,138,0.096084416754,0.0344082535676,0.0229904454815,0.0710250430675,0.0654306240328,0.0318436432391
20070505,22328,73,0.0839237163873,0.096084416754,0.0344082535676,0.0229904454815,0.0710250430675,0.0654306240328
20070506,22070,31,0.0360554592327,0.0839237163873,0.096084416754,0.0344082535676,0.0229904454815,0.0710250430675
20070507,34789,83,0.0612417818174,0.0360554592327,0.0839237163873,0.096084416754,0.0344082535676,0.0229904454815
20070508,39022,87,0.0572296907105,0.0612417818174,0.0360554592327,0.0839237163873,0.096084416754,0.0344082535676
20070509,41153,84,0.0523949531859,0.0572296907105,0.0612417818174,0.0360554592327,0.0839237163873,0.096084416754
20070510,42133,147,0.0895584610592,0.0523949531859,0.0572296907105,0.0612417818174,0.0360554592327,0.0839237163873
20070511,36550,79,0.0554819070967,0.0895584610592,0.0523949531859,0.0572296907105,0.0612417818174,0.0360554592327
20070512,24790,26,0.0269220726579,0.0554819070967,0.0895584610592,0.0523949531859,0.0572296907105,0.0612417818174
20070513,24773,61,0.0632066689426,0.0269220726579,0.0554819070967,0.0895584610592,0.0523949531859,0.0572296907105
20070514,38332,72,0.0482150573589,0.0632066689426,0.0269220726579,0.0554819070967,0.0895584610592,0.0523949531859
20070515,40809,173,0.108818270994,0.0482150573589,0.0632066689426,0.0269220726579,0.0554819070967,0.0895584610592
20070516,41266,61,0.0379445259951,0.108818270994,0.0482150573589,0.0632066689426,0.0269220726579,0.0554819070967
20070517,38856,93,0.0614379235072,0.0379445259951,0.108818270994,0.0482150573589,0.0632066689426,0.0269220726579
20070518,37408,85,0.0583265255901,0.0614379235072,0.0379445259951,0.108818270994,0.0482150573589,0.0632066689426
20070519,24794,45,0.0465883776993,0.0583265255901,0.0614379235072,0.0379445259951,0.108818270994,0.0482150573589
20070520,24263,59,0.0624193417173,0.0465883776993,0.0583265255901,0.0614379235072,0.0379445259951,0.108818270994
20070521,40763,201,0.126573150254,0.0624193417173,0.0465883776993,0.0583265255901,0.0614379235072,0.0379445259951
20070522,43047,181,0.107931286908,0.126573150254,0.0624193417173,0.0465883776993,0.0583265255901,0.0614379235072
20070523,44878,186,0.106387626712,0.107931286908,0.126573150254,0.0624193417173,0.0465883776993,0.0583265255901
20070524,40297,149,0.0949128957847,0.106387626712,0.107931286908,0.126573150254,0.0624193417173,0.0465883776993
20070525,38020,77,0.0519864645649,0.0949128957847,0.106387626712,0.107931286908,0.126573150254,0.0624193417173
20070526,24207,44,0.0466577054513,0.0519864645649,0.0949128957847,0.106387626712,0.107931286908,0.126573150254
20070527,23969,60,0.0642558992407,0.0466577054513,0.0519864645649,0.0949128957847,0.106387626712,0.107931286908
20070528,35059,57,0.0417337107863,0.0642558992407,0.0466577054513,0.0519864645649,0.0949128957847,0.106387626712
20070529,40912,149,0.0934861400429,0.0417337107863,0.0642558992407,0.0466577054513,0.0519864645649,0.0949128957847
20070530,44980,125,0.071334928899,0.0934861400429,0.0417337107863,0.0642558992407,0.0466577054513,0.0519864645649
20070531,44758,266,0.152553661397,0.071334928899,0.0934861400429,0.0417337107863,0.0642558992407,0.0466577054513
20070601,38925,182,0.120020225262,0.152553661397,0.071334928899,0.0934861400429,0.0417337107863,0.0642558992407
20070602,25288,109,0.110642934547,0.120020225262,0.152553661397,0.071334928899,0.0934861400429,0.0417337107863
20070603,25992,56,0.0553044400447,0.110642934547,0.120020225262,0.152553661397,0.071334928899,0.0934861400429
20070604,43056,114,0.0679646119684,0.0553044400447,0.110642934547,0.120020225262,0.152553661397,0.071334928899
20070605,44007,203,0.118409335911,0.0679646119684,0.0553044400447,0.110642934547,0.120020225262,0.152553661397
20070606,46732,272,0.149405369804,0.118409335911,0.0679646119684,0.0553044400447,0.110642934547,0.120020225262
20070607,43357,261,0.154522936843,0.149405369804,0.118409335911,0.0679646119684,0.0553044400447,0.110642934547
20070608,41827,128,0.0785533885844,0.154522936843,0.149405369804,0.118409335911,0.0679646119684,0.0553044400447
20070609,26870,82,0.0783353623681,0.0785533885844,0.154522936843,0.149405369804,0.118409335911,0.0679646119684
20070610,24756,121,0.12546325976,0.0783353623681,0.0785533885844,0.154522936843,0.149405369804,0.118409335911
20070611,42120,175,0.106650122095,0.12546325976,0.0783353623681,0.0785533885844,0.154522936843,0.149405369804
20070612,40031,153,0.0981085060252,0.106650122095,0.12546325976,0.0783353623681,0.0785533885844,0.154522936843
20070613,35856,183,0.131008936556,0.0981085060252,0.106650122095,0.12546325976,0.0783353623681,0.0785533885844
20070614,43651,160,0.0940886974045,0.131008936556,0.0981085060252,0.106650122095,0.12546325976,0.0783353623681
20070615,37251,121,0.0833794652121,0.0940886974045,0.131008936556,0.0981085060252,0.106650122095,0.12546325976
20070616,25498,73,0.0734900282177,0.0833794652121,0.0940886974045,0.131008936556,0.0981085060252,0.106650122095
20070617,23601,50,0.0543815109847,0.0734900282177,0.0833794652121,0.0940886974045,0.131008936556,0.0981085060252
20070618,42767,130,0.0780272384304,0.0543815109847,0.0734900282177,0.0833794652121,0.0940886974045,0.131008936556
20070619,41442,136,0.0842383541055,0.0780272384304,0.0543815109847,0.0734900282177,0.0833794652121,0.0940886974045
20070620,41404,91,0.0564171006223,0.0842383541055,0.0780272384304,0.0543815109847,0.0734900282177,0.0833794652121
20070621,39257,138,0.0902347146362,0.0564171006223,0.0842383541055,0.0780272384304,0.0543815109847,0.0734900282177
20070622,37002,168,0.116545565562,0.0902347146362,0.0564171006223,0.0842383541055,0.0780272384304,0.0543815109847
20070623,23678,143,0.155025339832,0.116545565562,0.0902347146362,0.0564171006223,0.0842383541055,0.0780272384304
20070624,22668,37,0.0418986655265,0.155025339832,0.116545565562,0.0902347146362,0.0564171006223,0.0842383541055
20070625,40213,204,0.130219302371,0.0418986655265,0.155025339832,0.116545565562,0.0902347146362,0.0564171006223
20070626,39098,157,0.103075815846,0.130219302371,0.0418986655265,0.155025339832,0.116545565562,0.0902347146362
20070627,38795,123,0.0813843737659,0.103075815846,0.130219302371,0.0418986655265,0.155025339832,0.116545565562
20070628,37733,191,0.129934267502,0.0813843737659,0.103075815846,0.130219302371,0.0418986655265,0.155025339832
20070629,34343,157,0.117347297789,0.129934267502,0.0813843737659,0.103075815846,0.130219302371,0.0418986655265
20070630,21313,50,0.0602194923638,0.117347297789,0.129934267502,0.0813843737659,0.103075815846,0.130219302371
20070701,21272,11,0.0132738232872,0.0602194923638,0.117347297789,0.129934267502,0.0813843737659,0.103075815846
20070702,35819,92,0.0659304501795,0.0132738232872,0.0602194923638,0.117347297789,0.129934267502,0.0813843737659
20070703,38227,98,0.0658063086267,0.0659304501795,0.0132738232872,0.0602194923638,0.117347297789,0.129934267502
20070704,34950,82,0.0602252127849,0.0658063086267,0.0659304501795,0.0132738232872,0.0602194923638,0.117347297789
20070705,35103,60,0.0438751573626,0.0602252127849,0.0658063086267,0.0659304501795,0.0132738232872,0.0602194923638
20070706,34236,112,0.0839743548102,0.0438751573626,0.0602252127849,0.0658063086267,0.0659304501795,0.0132738232872
20070707,22068,65,0.0756070080196,0.0839743548102,0.0438751573626,0.0602252127849,0.0658063086267,0.0659304501795
20070708,20444,65,0.0816129648296,0.0756070080196,0.0839743548102,0.0438751573626,0.0602252127849,0.0658063086267
20070709,39837,233,0.150134660489,0.0816129648296,0.0756070080196,0.0839743548102,0.0438751573626,0.0602252127849
20070710,40051,132,0.0846003652239,0.150134660489,0.0816129648296,0.0756070080196,0.0839743548102,0.0438751573626
20070711,40227,119,0.0759348233024,0.0846003652239,0.150134660489,0.0816129648296,0.0756070080196,0.0839743548102
20070712,36630,157,0.11002070019,0.0759348233024,0.0846003652239,0.150134660489,0.0816129648296,0.0756070080196
20070713,34897,83,0.0610522494096,0.11002070019,0.0759348233024,0.0846003652239,0.150134660489,0.0816129648296
20070714,21770,28,0.0330149978328,0.0610522494096,0.11002070019,0.0759348233024,0.0846003652239,0.150134660489
20070715,22870,51,0.057242116378,0.0330149978328,0.0610522494096,0.11002070019,0.0759348233024,0.0846003652239
20070716,38181,115,0.0773147244369,0.057242116378,0.0330149978328,0.0610522494096,0.11002070019,0.0759348233024
20070717,38288,78,0.0522930041676,0.0773147244369,0.057242116378,0.0330149978328,0.0610522494096,0.11002070019
20070718,15646,59,0.0967966565311,0.0522930041676,0.0773147244369,0.057242116378,0.0330149978328,0.0610522494096
20070719,39098,116,0.0761579276316,0.0967966565311,0.0522930041676,0.0773147244369,0.057242116378,0.0330149978328
20070720,35407,131,0.0949716176679,0.0761579276316,0.0967966565311,0.0522930041676,0.0773147244369,0.057242116378
20070721,22066,91,0.105859405156,0.0949716176679,0.0761579276316,0.0967966565311,0.0522930041676,0.0773147244369
20070722,21522,55,0.0655981713979,0.105859405156,0.0949716176679,0.0761579276316,0.0967966565311,0.0522930041676
20070723,13973,73,0.134104969548,0.0655981713979,0.105859405156,0.0949716176679,0.0761579276316,0.0967966565311
20070724,41126,124,0.0773957093095,0.134104969548,0.0655981713979,0.105859405156,0.0949716176679,0.0761579276316
20070725,38790,258,0.170730690649,0.0773957093095,0.134104969548,0.0655981713979,0.105859405156,0.0949716176679
20070726,35129,266,0.194369232736,0.170730690649,0.0773957093095,0.134104969548,0.0655981713979,0.105859405156
20070727,34257,208,0.155856772325,0.194369232736,0.170730690649,0.0773957093095,0.134104969548,0.0655981713979
20070728,20430,53,0.0665915576699,0.155856772325,0.194369232736,0.170730690649,0.0773957093095,0.134104969548
20070729,20242,28,0.0355071881642,0.0665915576699,0.155856772325,0.194369232736,0.170730690649,0.0773957093095
20070730,34290,77,0.0576414518156,0.0355071881642,0.0665915576699,0.155856772325,0.194369232736,0.170730690649
20070731,34055,63,0.0474866284348,0.0576414518156,0.0355071881642,0.0665915576699,0.155856772325,0.194369232736
20070801,35160,82,0.0598655058826,0.0474866284348,0.0576414518156,0.0355071881642,0.0665915576699,0.155856772325
20070802,17738,94,0.136030055058,0.0598655058826,0.0474866284348,0.0576414518156,0.0355071881642,0.0665915576699
20070803,31937,89,0.0715331844737,0.136030055058,0.0598655058826,0.0474866284348,0.0576414518156,0.0355071881642
20070804,19540,34,0.0446648652871,0.0715331844737,0.136030055058,0.0598655058826,0.0474866284348,0.0576414518156
20070805,19129,81,0.108693712479,0.0446648652871,0.0715331844737,0.136030055058,0.0598655058826,0.0474866284348
20070806,36089,139,0.0988670606912,0.108693712479,0.0446648652871,0.0715331844737,0.136030055058,0.0598655058826
20070807,14076,15,0.0273541781916,0.0988670606912,0.108693712479,0.0446648652871,0.0715331844737,0.136030055058
20070808,33006,36,0.0279976304108,0.0273541781916,0.0988670606912,0.108693712479,0.0446648652871,0.0715331844737
20070809,12150,23,0.0485918270572,0.0279976304108,0.0273541781916,0.0988670606912,0.108693712479,0.0446648652871
20070810,31631,85,0.0689791239378,0.0485918270572,0.0279976304108,0.0273541781916,0.0988670606912,0.108693712479
20070811,19503,61,0.0802860487984,0.0689791239378,0.0485918270572,0.0279976304108,0.0273541781916,0.0988670606912
20070812,18824,22,0.0300000817005,0.0802860487984,0.0689791239378,0.0485918270572,0.0279976304108,0.0273541781916
20070813,33096,39,0.0302482859495,0.0300000817005,0.0802860487984,0.0689791239378,0.0485918270572,0.0279976304108
20070814,20500,51,0.063859863491,0.0302482859495,0.0300000817005,0.0802860487984,0.0689791239378,0.0485918270572
20070815,33200,93,0.0719045769818,0.063859863491,0.0302482859495,0.0300000817005,0.0802860487984,0.0689791239378
20070816,33564,152,0.116246944461,0.0719045769818,0.063859863491,0.0302482859495,0.0300000817005,0.0802860487984
20070817,26794,169,0.161905209291,0.116246944461,0.0719045769818,0.063859863491,0.0302482859495,0.0300000817005
20070818,20731,91,0.112676360724,0.161905209291,0.116246944461,0.0719045769818,0.063859863491,0.0302482859495
20070819,13823,48,0.0891354784866,0.112676360724,0.161905209291,0.116246944461,0.0719045769818,0.063859863491
20070820,28353,47,0.0425510724899,0.0891354784866,0.112676360724,0.161905209291,0.116246944461,0.0719045769818
20070821,35867,133,0.0951849440543,0.0425510724899,0.0891354784866,0.112676360724,0.161905209291,0.116246944461
20070822,35462,161,0.116539814202,0.0951849440543,0.0425510724899,0.0891354784866,0.112676360724,0.161905209291
20070823,34269,52,0.0389505489621,0.116539814202,0.0951849440543,0.0425510724899,0.0891354784866,0.112676360724
20070824,31335,226,0.185135801634,0.0389505489621,0.116539814202,0.0951849440543,0.0425510724899,0.0891354784866
20070825,19086,334,0.449203589658,0.185135801634,0.0389505489621,0.116539814202,0.0951849440543,0.0425510724899
20070826,19769,304,0.39473038028,0.449203589658,0.185135801634,0.0389505489621,0.116539814202,0.0951849440543
20070827,13991,262,0.480689023911,0.39473038028,0.449203589658,0.185135801634,0.0389505489621,0.116539814202
20070828,12188,92,0.193761305791,0.480689023911,0.39473038028,0.449203589658,0.185135801634,0.0389505489621
20070829,12317,71,0.147967071354,0.193761305791,0.480689023911,0.39473038028,0.449203589658,0.185135801634
20070830,11690,51,0.111986929133,0.147967071354,0.193761305791,0.480689023911,0.39473038028,0.449203589658
20070831,9821,85,0.222164613509,0.111986929133,0.147967071354,0.193761305791,0.480689023911,0.39473038028
20070901,7795,55,0.181116593307,0.222164613509,0.111986929133,0.147967071354,0.193761305791,0.480689023911
20070902,7275,64,0.225818047032,0.181116593307,0.222164613509,0.111986929133,0.147967071354,0.193761305791
20070903,8756,71,0.208144177463,0.225818047032,0.181116593307,0.222164613509,0.111986929133,0.147967071354
20070904,90380,431,0.122409917142,0.208144177463,0.225818047032,0.181116593307,0.222164613509,0.111986929133
20070905,45009,122,0.0695780314922,0.122409917142,0.208144177463,0.225818047032,0.181116593307,0.222164613509
20070906,41577,88,0.054330186202,0.0695780314922,0.122409917142,0.208144177463,0.225818047032,0.181116593307
20070907,12101,34,0.0721222599546,0.054330186202,0.0695780314922,0.122409917142,0.208144177463,0.225818047032
20070908,28440,109,0.0983803983416,0.0721222599546,0.054330186202,0.0695780314922,0.122409917142,0.208144177463
20070909,28998,95,0.0840944298719,0.0983803983416,0.0721222599546,0.054330186202,0.0695780314922,0.122409917142
20070910,47509,106,0.0572719073521,0.0840944298719,0.0983803983416,0.0721222599546,0.054330186202,0.0695780314922
20070911,45706,41,0.0230262021051,0.0572719073521,0.0840944298719,0.0983803983416,0.0721222599546,0.054330186202
20070912,40729,77,0.0485286990291,0.0230262021051,0.0572719073521,0.0840944298719,0.0983803983416,0.0721222599546
20070913,13420,40,0.0765101663637,0.0485286990291,0.0230262021051,0.0572719073521,0.0840944298719,0.0983803983416
20070914,41387,134,0.0831098545246,0.0765101663637,0.0485286990291,0.0230262021051,0.0572719073521,0.0840944298719
20070915,12424,70,0.144626630477,0.0831098545246,0.0765101663637,0.0485286990291,0.0230262021051,0.0572719073521
